Label,Eigenvector Centrality,Closeness Centrality,Betweenness Centrality
Main-LifeMeter,0.0171,3.11,"118,068"
Main-SecretCharacter,0.0170,3.02,"227,290"
Main-RankInflation,0.0170,2.97,"172,016"
Main-CoolButInefficient,0.0170,2.95,"103,264"
Main-SingleStrokeBattle,0.0170,2.94,"125,311"
Main-PaperFanOfDoom,0.0170,3.11,"32,165"
Main-DanceBattler,0.0170,2.96,"165,871"
Main-AndNowForSomeoneCompletelyDifferent,0.0170,3.01,"120,968"
Main-WhiteMagic,0.0170,3.10,"45,540"
Main-MartialArtsAndCrafts,0.0169,2.98,"157,380"
Main-ChooseYourOwnAdventure,0.0168,2.92,"468,791"
Main-PointOfNoReturn,0.0168,3.03,"84,928"
Main-ActionCommands,0.0168,3.01,"108,935"
Main-MookChivalry,0.0168,2.97,"91,190"
Main-WhyWontYouDie,0.0168,2.88,"161,366"
Main-WithThisHerring,0.0167,2.88,"240,886"
Main-WorldsStrongestMan,0.0167,3.05,"42,043"
Main-ScreamingWarrior,0.0167,2.90,"79,683"
Main-CollisionDamage,0.0167,3.11,"128,653"
Main-DamnYouMuscleMemory,0.0166,2.87,"469,232"
Main-PlotlineDeath,0.0166,2.94,"136,259"
Main-SmallGirlBigGun,0.0166,2.97,"98,249"
Main-WarmupBoss,0.0166,3.04,"57,214"
Main-ThereWasADoor,0.0166,2.84,"225,345"
Main-MagicWand,0.0166,2.86,"222,687"
Main-SoLastSeason,0.0166,2.90,"98,219"
Main-DownTheDrain,0.0165,3.08,"62,088"
Main-BadassCape,0.0165,2.98,"87,068"
Main-KingMook,0.0165,3.02,"64,424"
Main-StupidityIsTheOnlyOption,0.0165,2.87,"200,818"
Main-SwordBeam,0.0165,3.02,"50,859"
Main-LuckilyMyShieldWillProtectMe,0.0164,2.79,"285,262"
Main-PowerUp,0.0164,3.46,"23,593"
Main-WhatTheHellPlayer,0.0164,2.85,"240,851"
Main-TechnologyPorn,0.0163,2.99,"126,645"
Main-HoldTheLine,0.0162,3.04,"101,870"
Main-ManaMeter,0.0162,3.19,"24,211"
Main-EnemyChatter,0.0161,2.93,"80,732"
Main-MakeMyMonsterGrow,0.0161,2.98,"74,294"
Main-DungeonBypass,0.0161,2.86,"254,807"
Main-PowerLevels,0.0161,2.96,"67,675"
Main-MorphWeapon,0.0160,3.03,"45,715"
Main-DiscOneFinalDungeon,0.0160,2.93,"115,835"
Main-TacticalRockPaperScissors,0.0160,3.04,"177,773"
Main-TeleportSpam,0.0159,2.91,"131,967"
Main-SoftWater,0.0159,2.92,"190,143"
Main-InstantDeathBullet,0.0159,2.93,"132,435"
Main-BloodSport,0.0158,2.91,"295,496"
Main-LockAndLoadMontage,0.0158,2.96,"141,463"
Main-ATwinkleInTheSky,0.0158,3.06,"34,087"
Main-YinYangBomb,0.0158,2.94,"74,280"
Main-ExplodingBarrels,0.0157,3.07,"67,581"
Main-FlyingCar,0.0157,3.02,"139,200"
Main-UpgradeArtifact,0.0156,2.97,"69,184"
Main-CharacterLevel,0.0156,2.99,"214,352"
Main-Acrofatic,0.0156,2.95,"108,096"
Main-TooCoolToLive,0.0155,2.82,"175,804"
Main-EnergyWeapon,0.0155,3.09,"257,218"
Main-Wuxia,0.0154,2.88,"673,656"
Main-DiagonalCut,0.0153,2.95,"99,376"
Main-MillionToOneChance,0.0153,3.02,"70,179"
Main-AnimatedArmor,0.0153,2.98,"63,360"
Main-GlobalCurrency,0.0152,2.98,"120,326"
Main-RareGuns,0.0152,2.81,"263,477"
Main-PistolWhipping,0.0152,2.98,"76,512"
Main-GreenHillZone,0.0152,3.21,"47,722"
Main-ScarfOfAsskicking,0.0152,2.96,"81,385"
Main-CuttingTheKnot,0.0152,2.89,"143,719"
Main-PowerFloats,0.0152,2.99,"53,041"
Main-RewardingVandalism,0.0152,3.04,"145,688"
Main-TheWorfBarrage,0.0152,2.95,"59,772"
Main-WeCannotGoOnWithoutYou,0.0152,3.03,"80,843"
Main-InstrumentOfMurder,0.0151,2.95,"89,312"
Main-EternalEngine,0.0151,2.91,"263,503"
Main-JokeItem,0.0151,3.00,"81,586"
Main-BehindTheBlack,0.0151,2.92,"215,914"
Main-TheFourGods,0.0151,3.01,"102,237"
Main-BadassBystander,0.0151,2.93,"170,003"
Main-IdleAnimation,0.0151,2.93,"204,594"
Main-BreakableWeapons,0.0151,3.02,"90,893"
Main-BarehandedBladeBlock,0.0151,2.82,"278,081"
Main-BatmanColdOpen,0.0150,2.89,"149,277"
Main-GunKata,0.0149,3.07,"35,172"
Main-WrestlerInAllOfUs,0.0149,2.82,"181,341"
Main-SemperFi,0.0149,2.95,"152,805"
Main-HyperspaceMallet,0.0149,3.03,"79,803"
Main-BossSubtitles,0.0149,2.85,"251,345"
Main-TheManyDeathsOfYou,0.0148,2.96,"212,256"
Main-BlingOfWar,0.0148,2.91,"191,758"
Main-WarpWhistle,0.0148,3.03,"95,899"
Main-BeeBeeGun,0.0147,2.93,"130,239"
Main-LensmanArmsRace,0.0147,2.98,"70,157"
Main-UseYourHead,0.0147,2.94,"119,942"
Main-ExplosiveInstrumentation,0.0146,2.90,"106,382"
Main-EigenPlot,0.0146,2.96,"105,388"
Main-UnderTheSea,0.0145,3.03,"159,157"
Main-TimeBomb,0.0145,2.94,"133,713"
Main-MercyInvincibility,0.0145,3.01,"131,229"
Main-RyuAndKen,0.0145,2.92,"101,351"
Main-ChestMonster,0.0145,2.88,"202,375"
Main-Flynning,0.0145,2.98,"84,803"
Main-ShootingSuperman,0.0145,2.86,"136,642"
Main-StoutStrength,0.0145,2.95,"83,455"
Main-GasMaskMooks,0.0145,2.98,"126,627"
Main-HubLevel,0.0144,3.05,"101,972"
Main-PlayableEpilogue,0.0144,3.08,"45,807"
Main-AdamSmithHatesYourGuts,0.0144,3.02,"99,717"
Main-InexplicableTreasureChests,0.0143,2.95,"145,162"
Main-TheGoomba,0.0143,3.01,"110,044"
Main-VictoryPose,0.0143,2.98,"86,761"
Main-MajorInjuryUnderreaction,0.0143,2.89,"173,593"
Main-Fiction500,0.0142,2.89,"157,610"
Main-DynamicDifficulty,0.0141,3.09,"104,616"
Main-FlyingSaucer,0.0141,3.04,"84,596"
Main-LethalJokeItem,0.0141,3.01,"70,885"
Main-HollywoodHealing,0.0141,2.95,"52,280"
Main-DeadlyGas,0.0141,2.96,"83,245"
Main-EasyModeMockery,0.0141,2.96,"207,245"
Main-GoldenEnding,0.0141,2.99,"139,142"
Main-FingerPokeOfDoom,0.0141,2.91,"89,866"
Main-CombinedEnergyAttack,0.0141,2.95,"53,554"
Main-DifficultButAwesome,0.0141,2.96,"92,692"
Main-OminousFloatingCastle,0.0140,2.92,"121,266"
Main-AKA47,0.0140,3.02,"94,520"
Main-MyKungFuIsStrongerThanYours,0.0140,3.11,"31,820"
Main-OptionalPartyMember,0.0140,3.09,"39,865"
Main-RockPaperScissors,0.0140,2.99,"70,647"
Main-SuicidalOverconfidence,0.0140,2.99,"78,056"
Main-ContinuingIsPainful,0.0140,2.98,"219,629"
Main-TheBattlestar,0.0139,2.99,"94,300"
Main-HarmlessFreezing,0.0139,2.92,"113,795"
Main-RayGun,0.0139,3.08,"53,990"
Main-RapidFireFisticuffs,0.0139,2.92,"72,683"
Main-BoobyTrap,0.0138,3.02,"66,504"
Main-KillItWithIce,0.0138,2.99,"74,257"
Main-AmazingTechnicolorBattlefield,0.0138,2.98,"92,237"
Main-TheMaze,0.0138,2.94,"257,304"
Main-MilitaryMashupMachine,0.0138,2.85,"166,036"
Main-OneGameForThePriceOfTwo,0.0138,2.99,"130,876"
Main-Speedrun,0.0137,3.15,"73,378"
Main-SavePoint,0.0137,3.02,"172,689"
Main-CompensatingForSomething,0.0137,3.04,"65,736"
Main-SiblingTeam,0.0137,2.93,"163,218"
Main-CameraAbuse,0.0137,2.91,"216,010"
Main-IconicItem,0.0137,2.84,"146,614"
Main-MascotMook,0.0137,2.96,"78,266"
Main-DesperationAttack,0.0137,3.04,"63,808"
Main-CompetitiveBalance,0.0137,2.99,"165,872"
Main-RazorFloss,0.0137,3.02,"51,051"
Main-GravityIsAHarshMistress,0.0136,3.30,"18,441"
Main-ExperiencePoints,0.0136,3.03,"163,517"
Main-InfinityMinusOneSword,0.0135,3.06,"32,119"
Main-ItOnlyWorksOnce,0.0135,2.97,"58,331"
Main-Mecha-Mooks,0.0135,2.85,"98,758"
Main-PC,0.0135,3.65,"23,307"
Main-HardWorkHardlyWorks,0.0134,2.88,"140,604"
Main-HenshinHero,0.0134,3.01,"59,908"
Main-CounterAttack,0.0134,2.95,"74,666"
Main-PureEnergy,0.0134,3.06,"43,722"
Main-PunchPunchPunchUhOh,0.0134,2.91,"100,456"
Main-FissionMailed,0.0134,2.82,"208,907"
Main-EmergencyWeapon,0.0133,3.02,"86,035"
Main-DepletedPhlebotinumShells,0.0133,2.73,"210,227"
Main-IdiosyncraticDifficultyLevels,0.0133,3.00,"162,511"
Main-RespawningEnemies,0.0133,3.08,"60,363"
Main-InstantAwesomeJustAddMecha,0.0132,2.92,"85,894"
Main-SpaceDoesNotWorkThatWay,0.0132,3.25,"41,100"
Main-BulletProofVest,0.0132,2.91,"140,922"
Main-CoolGuns,0.0132,2.79,"329,607"
Main-FreezeRay,0.0132,2.93,"106,715"
Main-GlobalAirship,0.0132,3.08,"36,548"
Main-ScratchDamage,0.0131,3.06,"40,753"
Main-Metagame,0.0131,3.10,"115,561"
Main-HealingPotion,0.0131,3.06,"79,782"
Main-BeamOWar,0.0131,2.90,"104,714"
Main-DramaticGunCock,0.0131,2.97,"65,562"
Main-CoolTrain,0.0131,2.96,"269,121"
Main-DeusExitMachina,0.0130,2.86,"74,778"
Main-BeehiveBarrier,0.0130,3.06,"70,401"
Main-SchrodingersGun,0.0130,2.91,"178,555"
Main-ShootTheMedicFirst,0.0130,2.95,"83,749"
Main-SuicideAttack,0.0129,2.95,"144,608"
Main-Roboteching,0.0128,2.85,"164,217"
Main-Hellfire,0.0128,3.04,"32,569"
Main-ShouldersOfDoom,0.0128,2.94,"56,045"
Main-WelcomeToCorneria,0.0128,2.99,"75,270"
Main-EnemyScan,0.0128,3.01,"55,882"
Main-SuperNotDrowningSkills,0.0128,2.96,"233,280"
Main-SoftGlass,0.0128,2.91,"144,301"
Main-AutobotsRockOut,0.0128,2.87,"104,114"
Main-InstantRunes,0.0127,2.97,"70,562"
Main-HeartContainer,0.0127,3.06,"110,203"
Main-MoonLogicPuzzle,0.0127,3.01,"191,346"
Main-UnwinnableByDesign,0.0127,2.96,"295,509"
Main-ArtificialGravity,0.0127,2.95,"165,394"
Main-FriendlyFireproof,0.0127,2.93,"144,981"
Main-ClippedWingAngel,0.0127,2.96,"89,469"
Main-InstantWinCondition,0.0126,3.00,"117,115"
Main-ItsRainingMen,0.0126,2.95,"121,966"
Main-OutOfTheInferno,0.0126,2.95,"60,852"
Main-BadassDriver,0.0126,3.08,"134,121"
Main-StayingAlive,0.0126,2.84,"68,919"
Main-UnwinnableByMistake,0.0125,3.77,"3,464"
Main-TheWarSequence,0.0125,3.02,"51,677"
Main-GirlsWithGuns,0.0125,3.22,"33,198"
Main-JumpPhysics,0.0125,2.96,"248,832"
Main-NeverBringAKnifeToAFistFight,0.0125,2.98,"84,051"
Main-FryingPanOfDoom,0.0125,2.95,"126,879"
Main-DavidVersusGoliath,0.0124,2.99,"79,186"
Main-OldSchoolDogfighting,0.0124,2.90,"132,493"
Main-MagicalDefibrillator,0.0124,2.94,"107,040"
Main-HealingShiv,0.0124,3.02,"74,293"
Main-KillerGameMaster,0.0124,2.90,"110,556"
Main-NoFairCheating,0.0123,2.95,"119,814"
Main-PersonalSpaceInvader,0.0123,3.09,"37,212"
Main-AnArmAndALeg,0.0123,2.94,"100,695"
Main-BeatThemAtTheirOwnGame,0.0123,2.99,"65,694"
Main-ChekhovsArmoury,0.0123,3.05,"47,576"
Main-ButtonMashing,0.0123,3.08,"106,228"
Main-VancianMagic,0.0123,3.05,"80,927"
Main-IHaveTheHighGround,0.0122,3.08,"27,012"
Main-ConfusionFu,0.0122,2.93,"111,600"
Main-Railroading,0.0122,3.13,"41,375"
Main-PrettyLittleHeadshots,0.0122,3.02,"71,417"
Main-HeadsIWinTailsYouLose,0.0122,3.01,"47,272"
Main-NotQuiteFlight,0.0122,3.01,"43,964"
Main-DisintegratorRay,0.0121,2.85,"126,741"
Main-DuctTapeForEverything,0.0121,2.99,"71,395"
Main-GunsAreWorthless,0.0121,2.90,"104,644"
Main-AdaptationalBadass,0.0121,2.81,"153,722"
Main-CameraScrew,0.0121,3.01,"82,347"
Main-PowerUpFood,0.0121,3.01,"73,914"
Main-BeefGate,0.0120,3.04,"44,678"
Main-MarathonBoss,0.0120,3.03,"42,018"
Main-GeoEffects,0.0120,2.89,"184,861"
Main-SandWorm,0.0120,2.82,"158,448"
Main-TurtlePower,0.0119,2.96,"98,568"
Main-WhyAmITicking,0.0119,2.93,"75,629"
Main-Invocation,0.0119,3.00,"22,719"
Main-AdvancingWallOfDoom,0.0119,2.82,"294,748"
Main-TrickArrow,0.0119,2.84,"91,829"
Main-RageQuit,0.0119,3.08,"93,128"
Main-PlayerVersusPlayer,0.0119,3.71,"11,970"
Main-AttackPatternAlpha,0.0118,2.96,"52,465"
Main-MusclesAreMeaningless,0.0118,2.88,"60,263"
Main-MechaExpansionPack,0.0118,3.09,"72,919"
Main-CharacterCustomization,0.0118,3.12,"79,156"
Main-ShotgunsAreJustBetter,0.0118,3.03,"59,876"
Main-MoneyForNothing,0.0118,2.97,"140,073"
Main-HideYourChildren,0.0118,2.94,"76,134"
Main-PacifistRun,0.0118,3.05,"66,350"
Main-ChefOfIron,0.0118,2.96,"84,123"
Main-FailsafeFailure,0.0117,2.98,"74,996"
Main-HookHand,0.0117,2.96,"89,280"
Main-SpaceFighter,0.0117,3.00,"82,305"
Main-KaizoTrap,0.0117,2.99,"112,438"
Main-DeadlyDodging,0.0117,2.95,"58,795"
Main-JustifiedTutorial,0.0116,2.91,"125,559"
Main-TheCoconutEffect,0.0116,2.98,"213,735"
Main-AsteroidThicket,0.0116,3.02,"103,221"
Main-MirrorBoss,0.0116,2.99,"110,882"
Main-RuleOfPerception,0.0116,2.97,"225,438"
Main-AudibleSharpness,0.0116,3.01,"112,888"
Main-EnergyAbsorption,0.0116,3.01,"60,761"
Main-InevitableTournament,0.0115,2.95,"97,092"
Main-Roofhopping,0.0115,3.00,"86,877"
Main-Combos,0.0115,3.11,"60,972"
Main-InterfaceSpoiler,0.0115,2.93,"83,061"
Main-ChestBlaster,0.0115,2.90,"82,509"
Main-HealThyself,0.0114,2.98,"136,186"
Main-ChainOfDeals,0.0114,2.87,"166,597"
Main-MarathonLevel,0.0114,2.99,"98,088"
Main-ArtificialBrilliance,0.0114,3.02,"50,574"
Main-LaserHallway,0.0114,2.98,"85,284"
Main-BreatherLevel,0.0114,3.01,"126,012"
Main-RainOfArrows,0.0114,3.05,"86,028"
Main-AssKickingPose,0.0114,2.99,"47,464"
Main-PowerupLetdown,0.0114,3.04,"52,864"
Main-HardHead,0.0114,2.92,"64,034"
Main-ThisLooksLikeAJobForAquaman,0.0113,3.01,"70,921"
Main-BoltOfDivineRetribution,0.0113,2.98,"73,296"
Main-ChaosArchitecture,0.0113,2.95,"61,942"
Main-DieChairDie,0.0113,3.02,"51,769"
Main-BlastingItOutOfTheirHands,0.0113,2.95,"140,109"
Main-RaceAgainstTheClock,0.0113,3.09,"67,462"
Main-ColossusClimb,0.0113,3.00,"59,866"
Main-BossDissonance,0.0112,2.97,"87,138"
Main-TeleFrag,0.0112,2.99,"74,329"
Main-DodgeTheBullet,0.0112,2.98,"54,153"
Main-ATasteOfPower,0.0112,2.97,"93,112"
Main-UnwinnableTrainingSimulation,0.0112,2.92,"91,990"
Main-RubeGoldbergDevice,0.0112,3.03,"175,818"
Main-NoticeThis,0.0111,3.05,"83,652"
Main-SuspiciousVideogameGenerosity,0.0111,2.99,"81,805"
Main-Kiai,0.0111,3.00,"44,649"
Main-StealthInSpace,0.0111,3.00,"66,294"
Main-BossBanter,0.0110,2.95,"47,541"
Main-ShortRangeShotgun,0.0110,3.01,"57,594"
Main-FanRemake,0.0110,3.11,"171,453"
Main-ArtisticLicensePhysics,0.0110,2.97,"237,922"
Main-PALBonus,0.0110,3.06,"42,267"
Main-CarryABigStick,0.0110,2.90,"122,277"
Main-CoupDeGrace,0.0110,3.03,"34,610"
Main-GeniusCripple,0.0110,3.01,"98,133"
Main-MinMaxing,0.0109,3.05,"56,298"
Main-GameBreakingInjury,0.0109,3.05,"50,208"
Main-FiveRoundsRapid,0.0109,3.10,"17,408"
Main-SequelDifficultySpike,0.0108,3.00,"103,030"
Main-SolveTheSoupCans,0.0108,3.10,"123,295"
Main-ThatOneAttack,0.0108,2.95,"112,322"
Main-GunFu,0.0108,2.95,"117,921"
Main-BlingBlingBang,0.0107,2.96,"58,395"
Main-TrapDoor,0.0107,2.98,"77,357"
Main-ClassicCheatCode,0.0107,3.07,"125,836"
Main-AsteroidsMonster,0.0107,3.00,"176,501"
Main-JungleJapes,0.0106,3.15,"87,892"
Main-TwentyBearAsses,0.0106,2.91,"1,444,139"
Main-HeroicSecondWind,0.0106,2.91,"50,916"
Main-CharacterTiers,0.0106,3.05,"77,383"
Main-PillarOfLight,0.0106,3.03,"28,738"
Main-SniperRifle,0.0106,3.02,"60,755"
Main-CopyProtection,0.0106,2.97,"192,940"
Main-YouAreAlreadyDead,0.0106,3.01,"42,348"
Main-SpiritBomb,0.0105,2.95,"35,906"
Main-VariableMix,0.0105,2.97,"130,337"
Main-AcmeProducts,0.0105,3.08,"38,096"
Main-YourMoneyIsNoGoodHere,0.0105,3.03,"68,854"
Main-NoBodyLeftBehind,0.0105,2.95,"73,477"
Main-WastedSong,0.0105,2.86,"182,740"
Main-GunPorn,0.0104,3.03,"66,143"
Main-InvincibleMinorMinion,0.0104,3.06,"77,808"
Main-WallOfWeapons,0.0104,2.87,"92,791"
Main-ScoringPoints,0.0104,3.03,"257,284"
Main-WhipSword,0.0104,2.93,"63,787"
Main-TransformationIsAFreeAction,0.0104,2.96,"34,984"
Main-LoadingScreen,0.0104,3.04,"100,716"
Main-InfernalRetaliation,0.0104,3.00,"42,106"
Main-NamedWeapons,0.0104,3.00,"48,384"
Main-TheSameButMore,0.0103,3.41,"51,359"
Main-BifurcatedWeapon,0.0103,2.98,"82,254"
Main-JustEatHim,0.0103,3.03,"43,332"
Main-GroundPound,0.0103,3.10,"89,069"
Main-NormallyIWouldBeDeadNow,0.0103,2.94,"47,720"
Main-OverdrawnAtTheBloodBank,0.0102,3.03,"67,899"
Main-TouchOfDeath,0.0102,3.01,"31,617"
Main-LockingMacGyverInTheStoreCupboard,0.0102,2.95,"56,865"
Main-SmartBomb,0.0102,3.17,"48,993"
Main-GangstaStyle,0.0102,2.99,"69,383"
Main-AntiGrinding,0.0102,3.00,"46,085"
Main-HailfirePeaks,0.0102,3.05,"94,532"
Main-BigBulkyBomb,0.0102,3.05,"39,330"
Main-ExtraOreDinary,0.0102,3.06,"28,766"
Main-SuperStar,0.0101,3.13,"76,010"
Main-FallingIntoTheCockpit,0.0101,3.08,"26,650"
Main-InUniverseGameClock,0.0101,3.00,"106,162"
Main-TheBlacksmith,0.0101,3.00,"81,557"
Main-EverybodyWasKungFuFighting,0.0100,3.01,"61,860"
Main-BaseOnWheels,0.0100,3.02,"42,084"
Main-SpaceIsCold,0.0100,3.07,"28,735"
Main-WallCrawl,0.0100,2.94,"83,602"
Main-DoubleJump,0.0100,3.08,"64,359"
Main-YouWouldntLikeMeWhenImAngry,0.0100,2.98,"71,967"
Main-ArrowsOnFire,0.0100,3.02,"41,780"
Main-GravityMaster,0.0100,3.02,"49,485"
Main-PoisonMushroom,0.0099,2.99,"155,523"
Main-WireDilemma,0.0099,2.91,"123,295"
Main-LockedDoor,0.0099,3.08,"115,453"
Main-WreakingHavok,0.0099,3.02,"203,786"
Main-SortingAlgorithmOfWeaponEffectiveness,0.0099,2.93,"79,261"
Main-UndergroundLevel,0.0099,3.11,"63,192"
Main-ExplosiveDecompression,0.0098,3.01,"55,135"
Main-HollywoodAcid,0.0098,3.10,"31,718"
Main-SawedOffShotgun,0.0098,3.04,"40,479"
Main-SwordAndGun,0.0098,2.93,"112,296"
Main-ClassAndLevelSystem,0.0098,3.30,"35,067"
Main-GoForTheEye,0.0098,2.89,"83,158"
Main-HoldingBackThePhlebotinum,0.0098,2.97,"38,001"
Main-WalkOnWater,0.0098,2.94,"110,306"
Main-Griefer,0.0097,3.35,"27,092"
Main-ClickHello,0.0097,3.04,"34,376"
Main-ThatOneSidequest,0.0097,2.90,"107,089"
Main-PhlebotinumOverload,0.0097,3.06,"21,701"
Main-TraumaInn,0.0097,2.98,"90,738"
Main-LightningGun,0.0097,2.98,"68,987"
Main-SpinAttack,0.0097,2.86,"121,209"
Main-FakeLongevity,0.0097,3.03,"92,562"
Main-Area51,0.0097,3.04,"104,003"
Main-IndyEscape,0.0097,2.98,"71,209"
Main-OneUp,0.0097,3.13,"80,367"
Main-SuperWindowJump,0.0096,2.92,"108,994"
Main-AwesomePersonnelCarrier,0.0096,2.96,"82,773"
Main-MusicalSpoiler,0.0096,3.00,"57,974"
Main-LavaPit,0.0096,3.11,"35,055"
Main-SmashMook,0.0096,2.99,"35,885"
Main-FourX,0.0096,3.17,"46,017"
Main-SeriesMascot,0.0096,2.93,"57,233"
Main-LiterallyShatteredLives,0.0095,2.91,"66,110"
Main-ByThePowerOfGrayskull,0.0095,2.83,"224,347"
Main-ObviousRulePatch,0.0095,3.02,"138,140"
Main-LaserSight,0.0095,2.86,"99,239"
Main-VerbThis,0.0095,2.97,"48,932"
Main-StealthBasedMission,0.0095,3.02,"60,079"
Main-ViolenceIsTheOnlyOption,0.0095,2.82,"134,792"
Main-BlackoutBasement,0.0095,3.00,"148,904"
Main-GodMode,0.0095,3.17,"28,633"
Main-Thememobile,0.0095,2.93,"71,960"
Main-EnergyBall,0.0095,3.07,"34,864"
Main-FogOfWar,0.0094,3.22,"34,460"
Main-InvisibleWall,0.0094,3.13,"29,856"
Main-FieldOfBlades,0.0094,2.96,"50,956"
Main-ConveyorBeltODoom,0.0094,2.95,"89,138"
Main-EmptyRoomPsych,0.0094,3.03,"119,967"
Main-Fireballs,0.0094,3.06,"84,994"
Main-StrongAsTheyNeedToBe,0.0094,2.86,"57,263"
Main-AllegedlyFreeGame,0.0094,3.09,"240,761"
Main-ThunderboltIron,0.0094,3.05,"45,474"
Main-InventoryManagementPuzzle,0.0093,3.05,"93,253"
Main-WorstAid,0.0093,2.98,"73,304"
Main-MundaneSolution,0.0093,3.02,"35,319"
Main-CrateExpectations,0.0093,2.98,"116,878"
Main-EndlessGame,0.0093,3.05,"330,303"
Main-ClownCarBase,0.0093,3.08,"27,539"
Main-YetAnotherStupidDeath,0.0093,3.18,"20,941"
Main-AttractMode,0.0093,3.10,"59,973"
Main-MasterOfNone,0.0093,3.08,"63,977"
Main-StockSoundEffects,0.0093,2.86,"247,291"
Main-LawOfInverseRecoil,0.0092,2.94,"81,727"
Main-DittoFighter,0.0092,3.09,"28,130"
Main-PalmtreePanic,0.0092,3.10,"51,779"
Main-ElementalShapeshifter,0.0092,3.14,"72,828"
Main-OnlySmartPeopleMayPass,0.0092,2.87,"276,882"
Main-SpritePolygonMix,0.0092,3.02,"102,093"
Main-LoadBearingHero,0.0092,3.00,"34,789"
Main-SandIsWater,0.0092,3.07,"31,790"
Main-NitroBoost,0.0092,3.06,"103,515"
Main-VideoGameLives,0.0092,3.17,"48,460"
Main-SeanConneryIsAboutToShootYou,0.0092,2.92,"129,007"
Main-HandBlast,0.0092,3.12,"24,889"
Main-UnskilledButStrong,0.0091,2.95,"49,628"
Main-HighlyConspicuousUniform,0.0091,3.02,"39,213"
Main-RocketJump,0.0091,3.13,"86,436"
Main-RareCandy,0.0091,3.08,"21,725"
Main-IKnowMaddenKombat,0.0091,3.01,"63,966"
Main-PocketProtector,0.0090,2.97,"138,507"
Main-TheEngineer,0.0090,2.87,"128,273"
Main-WorfHadTheFlu,0.0090,2.96,"26,383"
Main-RecursiveAmmo,0.0089,3.05,"48,296"
Main-DungeonCrawling,0.0089,2.96,"138,856"
Main-SoLongAndThanksForAllTheGear,0.0089,3.02,"39,943"
Main-AttackReflector,0.0089,2.97,"56,903"
Main-GameplayAllyImmortality,0.0089,3.01,"33,438"
Main-ExtremityExtremist,0.0089,3.08,"32,951"
Main-UnusableEnemyEquipment,0.0089,3.01,"33,423"
Main-BiggerStick,0.0089,3.05,"19,923"
Main-FinalBossPreview,0.0089,2.93,"58,180"
Main-BrutalBonusLevel,0.0089,3.11,"55,226"
Main-WreathedInFlames,0.0089,3.05,"31,713"
Main-FlechetteStorm,0.0089,3.00,"39,532"
Main-MinecartMadness,0.0089,3.11,"44,413"
Main-AnotherSideAnotherStory,0.0088,3.02,"38,990"
Main-FallingChandelierOfDoom,0.0088,3.00,"53,719"
Main-NoobCave,0.0088,3.08,"32,460"
Main-SlapOnTheWristNuke,0.0088,3.02,"30,739"
Main-AHandfulForAnEye,0.0088,2.96,"112,934"
Main-WizardNeedsFoodBadly,0.0088,2.95,"137,228"
Main-InstantArmor,0.0088,3.01,"84,331"
Main-YouRequireMoreVespeneGas,0.0087,3.09,"74,683"
Main-RoarBeforeBeating,0.0087,3.09,"24,479"
Main-Scrub,0.0087,3.37,"8,658"
Main-BattleThemeMusic,0.0087,2.94,"90,973"
Main-OneStatToRuleThemAll,0.0087,2.98,"70,734"
Main-BaitAndSwitchBoss,0.0087,2.90,"100,482"
Main-ThrowAwayGuns,0.0086,3.00,"50,095"
Main-MadeOfIndestructium,0.0086,3.06,"30,665"
Main-AnInteriorDesignerIsYou,0.0086,3.02,"116,876"
Main-BulletproofHumanShield,0.0086,3.03,"27,550"
Main-FixedForwardFacingWeapon,0.0086,2.94,"27,654"
Main-PressXToDie,0.0086,2.96,"121,284"
Main-BattleshipRaid,0.0086,3.05,"52,117"
Main-EasyLogistics,0.0086,3.05,"121,653"
Main-DroneJam,0.0086,3.01,"45,169"
Main-LexLuthorSecurity,0.0086,2.96,"50,242"
Main-FighterMageThief,0.0086,2.96,"121,065"
Main-AshFace,0.0085,2.97,"80,979"
Main-PatchworkMap,0.0085,2.90,"100,466"
Main-ShoePhone,0.0085,3.03,"54,990"
Main-TaughtByExperience,0.0085,3.00,"31,735"
Main-HappyFunBall,0.0085,2.93,"81,802"
Main-HitboxDissonance,0.0085,3.06,"67,470"
Main-YouCanBarelyStand,0.0085,3.02,"26,760"
Main-LuckManipulationMechanic,0.0084,3.14,"48,914"
Main-RollerbladeGood,0.0084,3.00,"41,492"
Main-BringIt,0.0084,2.94,"39,032"
Main-ItsEasySoItSucks,0.0084,2.98,"65,532"
Main-HeyYouHaymaker,0.0084,3.03,"23,811"
Main-TheWallsAreClosingIn,0.0084,3.05,"42,597"
Main-IKnowThatGun,0.0084,2.98,"30,479"
Main-PartyInMyPocket,0.0084,3.12,"48,018"
Main-BottomlessBladder,0.0084,2.98,"70,670"
Main-ColorCodedMultiplayer,0.0083,3.08,"78,762"
Main-TranquillizerDart,0.0083,3.03,"37,393"
Main-PowerupMount,0.0083,3.18,"18,626"
Main-MolotovCocktail,0.0083,3.00,"170,251"
Main-HelmetsAreHardlyHeroic,0.0083,2.97,"38,305"
Main-WhatDoesThisButtonDo,0.0083,2.99,"47,070"
Main-DrillTank,0.0083,3.06,"45,731"
Main-BagOfSharing,0.0083,3.10,"31,055"
Main-SwordInTheStone,0.0083,3.05,"26,491"
Main-ShapeshifterWeapon,0.0083,3.00,"25,376"
Main-ReadingsAreOffTheScale,0.0083,2.98,"51,089"
