Label,Eigenvector Centrality,Closeness Centrality,Betweenness Centrality
Main-UnstuckInTime,0.0072,2.99,"39,885"
Main-TheResolutionWillNotBeTelevised,0.0072,2.92,"47,895"
Main-Chiaroscuro,0.0072,2.85,"155,158"
Main-FakeShemp,0.0071,2.92,"42,846"
Main-BigNameFan,0.0071,2.89,"146,397"
Main-ConvenientMiscarriage,0.0071,3.05,"76,086"
Main-ManipulativeEditing,0.0071,2.98,"143,958"
Main-WhiteDwarfStarlet,0.0071,2.92,"146,079"
Main-HairMetal,0.0071,3.20,"26,892"
Main-Sting,0.0071,3.08,"67,817"
Main-AntiHeroSubstitute,0.0071,3.04,"22,809"
Main-SoapWithinAShow,0.0071,2.87,"98,662"
Main-LifeEmbellished,0.0071,3.10,"97,931"
Main-SidekickGraduationsStick,0.0070,3.08,"13,648"
Main-CerebusEnding,0.0070,2.99,"40,424"
Main-MuseAbuse,0.0070,2.96,"309,067"
Main-CelebrityStar,0.0070,3.15,"20,814"
Main-SinisterSubway,0.0070,3.01,"48,360"
Main-ForgottenTrope,0.0070,2.88,"389,642"
Main-DaysOfFuturePast,0.0070,2.90,"68,350"
Main-CharacterNameAndTheNounPhrase,0.0070,2.88,"212,461"
Main-RetroactiveRecognition,0.0069,2.79,"457,055"
Main-CreatorWorship,0.0069,2.82,"123,382"
Main-ArchivePanic,0.0069,2.89,"184,058"
Main-TuxedoAndMartini,0.0069,3.07,"43,500"
Main-JapanTakesOverTheWorld,0.0069,3.05,"56,730"
Main-ClassicallyTrainedExtra,0.0069,2.98,"67,414"
Main-InTheStyleOf,0.0069,2.97,"229,727"
Main-HongKongDub,0.0069,3.10,"54,350"
Main-WrapItUp,0.0069,3.24,"42,420"
Main-OurLawyersAdvisedThisTrope,0.0069,2.92,"156,390"
Main-EarthAllAlong,0.0069,2.84,"174,972"
Main-SlidingScaleOfComedyAndHorror,0.0069,3.06,"98,129"
Main-LuckyCharmsTitle,0.0069,2.96,"169,610"
Main-SocietyMarchesOn,0.0069,3.16,"35,623"
Main-AmericansHateTingle,0.0069,2.86,"88,949"
Main-SoWhatDoWeDoNow,0.0068,2.97,"55,104"
Main-ForDoomTheBellTolls,0.0068,2.92,"72,912"
Main-NothingExcitingEverHappensHere,0.0068,3.03,"51,817"
Main-CaramelldansenVid,0.0068,2.94,"49,993"
Main-SequelEpisode,0.0068,3.02,"15,944"
Main-AtTheOperaTonight,0.0068,3.05,"56,556"
Main-ReverseCerebusSyndrome,0.0068,2.98,"35,049"
Main-IrisOut,0.0068,3.14,"58,364"
Main-ThinkOfTheChildren,0.0068,3.09,"272,966"
Main-MetalScream,0.0068,3.07,"77,295"
Main-NewSoundAlbum,0.0067,3.07,"153,411"
Main-SimilarlyNamedWorks,0.0067,2.72,"1,330,372"
Main-ToBeContinued,0.0067,2.94,"160,838"
Main-FakeOutOpening,0.0067,2.82,"144,191"
Main-TheCityNarrows,0.0067,3.07,"33,870"
Main-TroubledBackstoryFlashback,0.0067,3.13,"24,577"
Main-ShortRunInPeru,0.0067,3.02,"41,788"
Main-MindScrewdriver,0.0066,2.99,"45,843"
Main-SavingChristmas,0.0066,2.83,"110,319"
Main-Swashbuckler,0.0066,3.12,"60,229"
Main-PirateBooty,0.0066,3.18,"26,722"
Main-AmazingFreakingGrace,0.0066,2.93,"99,958"
Main-AvoidTheDreadedGRating,0.0066,3.05,"73,023"
Main-DebutQueue,0.0066,3.02,"53,767"
Main-EveryoneWentToSchoolTogether,0.0066,2.98,"55,024"
Main-ChristieTime,0.0066,3.17,"193,322"
Main-PoorMansSubstitute,0.0066,2.93,"58,464"
Main-RipVanWinkle,0.0066,3.10,"33,594"
Main-TreasureMap,0.0065,3.17,"41,770"
Main-InspirationallyDisadvantaged,0.0065,3.03,"122,683"
Main-ArcFatigue,0.0065,2.89,"71,223"
Main-Demonization,0.0065,3.10,"78,043"
Main-HeroesUnlimited,0.0065,3.12,"7,056"
Main-OpeningScroll,0.0065,2.92,"96,059"
Main-TheMockbuster,0.0065,2.95,"167,587"
Main-EmotionalTorque,0.0065,3.20,"53,946"
Main-EarthIsABattlefield,0.0065,3.06,"29,268"
Main-BrokeEpisode,0.0065,2.96,"75,696"
Main-ContinuityCavalcade,0.0065,2.93,"24,975"
Main-AnthologyComic,0.0065,3.19,"97,800"
Main-Biopic,0.0065,3.19,"140,266"
Main-JustHereForGodzilla,0.0065,2.75,"275,649"
Main-IndecisiveParody,0.0065,2.95,"57,981"
Main-KafkaKomedy,0.0065,3.03,"79,626"
Main-OpeningShoutOut,0.0064,3.00,"47,535"
Main-CelShading,0.0064,3.03,"66,115"
Main-FirstInstallmentWins,0.0064,2.85,"152,848"
Main-ButWaitTheresMore,0.0064,3.24,"55,089"
Main-BootstrappedTheme,0.0064,3.02,"48,440"
Main-VacationEpisode,0.0064,3.17,"135,758"
Main-Satire,0.0064,2.96,"167,921"
Main-TwoGamersOnACouch,0.0064,3.10,"37,768"
Main-TheNoseless,0.0064,3.05,"44,930"
Main-ResetButtonEnding,0.0064,3.16,"13,924"
Main-RealTime,0.0064,3.11,"75,246"
Main-NotableOriginalMusic,0.0064,3.10,"106,858"
Main-CheatedAngle,0.0064,3.22,"18,177"
Main-LivingProp,0.0064,2.91,"60,356"
Main-ParodyEpisode,0.0064,2.94,"56,074"
Main-SpecialEditionTitle,0.0064,2.93,"38,945"
Main-MakeWrongWhatOnceWentRight,0.0064,3.07,"23,846"
Main-ImperialChina,0.0064,3.09,"147,171"
Main-SinisterSilhouettes,0.0063,2.99,"62,098"
Main-StillTheEighties,0.0063,2.96,"83,529"
Main-LookBothWays,0.0063,2.89,"132,709"
Main-SummerBlockbuster,0.0063,3.24,"16,860"
Main-EndingFatigue,0.0063,2.83,"281,420"
Main-DramaBomb,0.0063,3.05,"18,555"
Main-TheNotableNumeral,0.0062,3.16,"15,317"
Main-TheCavalierYears,0.0062,3.16,"30,227"
Main-BaseballEpisode,0.0062,3.08,"41,020"
Main-Transplant,0.0062,3.03,"34,934"
Main-TheNewRockAndRoll,0.0062,2.99,"114,149"
Main-SillyLoveSongs,0.0062,3.15,"23,518"
Main-PulpMagazine,0.0062,3.21,"27,484"
Main-StopMotion,0.0062,3.12,"157,608"
Main-EndOfTheWorldSpecial,0.0062,3.04,"11,458"
Main-SortingAlgorithmOfDeadness,0.0062,3.13,"75,375"
Main-DeconstructionFic,0.0062,2.87,"497,859"
Main-Continuation,0.0062,2.98,"263,143"
Main-TalkingHeads,0.0062,3.17,"98,755"
Main-ThematicThemeTune,0.0062,3.07,"54,746"
Main-TwoPartTrilogy,0.0061,2.92,"57,769"
Main-CreepyChildrenSinging,0.0061,3.30,"2,489"
Main-AvengersAssemble,0.0061,3.09,"28,811"
Main-SirNotAppearingInThisTrailer,0.0061,2.96,"87,452"
Main-BeigeProse,0.0061,3.14,"80,291"
Main-OmegaCast,0.0061,3.08,"131,150"
Main-OneShotCharacter,0.0061,3.31,"50,811"
Main-TakeThatCritics,0.0061,3.01,"107,993"
Main-OurTimeTravelIsDifferent,0.0061,3.06,"34,505"
Main-LullDestruction,0.0060,3.16,"16,162"
Main-WriteBackToTheFuture,0.0060,3.08,"33,030"
Main-FandomRivalry,0.0060,2.60,"409,028"
Main-CellPhone,0.0060,2.90,"114,921"
Main-IntrepidMerchant,0.0060,2.99,"86,626"
Main-TopTenList,0.0060,3.22,"35,614"
Main-PortmanteauSeriesNickname,0.0060,3.06,"68,047"
Main-VideoGame3DLeap,0.0060,3.14,"32,995"
Main-TwiceToldTale,0.0060,2.93,"198,158"
Main-CelebrityResemblance,0.0060,2.90,"165,537"
Main-FacelessMasses,0.0060,3.06,"36,642"
Main-FutureLoser,0.0060,3.01,"18,757"
Main-FanOfThePast,0.0060,2.95,"54,617"
Main-DoubleMeaningTitle,0.0060,2.95,"95,529"
Main-GreatestHitsAlbum,0.0060,3.27,"55,060"
Main-TheMoralSubstitute,0.0060,2.94,"110,207"
Main-YouWakeUpInARoom,0.0060,3.12,"62,767"
Main-ContentWarnings,0.0060,2.95,"93,218"
Main-BlackBeadEyes,0.0060,3.03,"50,619"
Main-AcCENTUponTheWrongSylLABle,0.0060,2.93,"81,590"
Main-CerebusRollercoaster,0.0060,2.88,"100,220"
Main-ICommaNoun,0.0060,3.06,"18,450"
Main-AfterActionReport,0.0059,3.18,"150,684"
Main-RedLightDistrict,0.0059,3.02,"53,194"
Main-CanonName,0.0059,3.02,"18,407"
Main-GutturalGrowler,0.0059,2.88,"57,637"
Main-MorePopularSpinoff,0.0059,2.91,"189,702"
Main-CuttingOffTheBranches,0.0059,2.96,"78,033"
Main-NoirEpisode,0.0059,3.07,"39,267"
Main-OpeningMonologue,0.0059,3.01,"48,251"
Main-HardboiledDetective,0.0059,3.04,"83,733"
Main-SpearCarrier,0.0059,3.13,"25,707"
Main-ItWasADarkAndStormyNight,0.0059,3.05,"70,968"
Main-MixAndMatch,0.0059,2.78,"168,477"
Main-EconomyCast,0.0059,3.04,"55,410"
Main-SurpriseCreepy,0.0059,2.98,"70,700"
Main-BlackHoleSue,0.0059,3.43,"2,613"
Main-ADeathInTheLimelight,0.0059,3.00,"27,750"
Main-YouFailReligiousStudiesForever,0.0059,2.95,"117,576"
Main-WrittenInAbsence,0.0059,3.02,"31,237"
Main-CavemenVsAstronautsDebate,0.0059,3.08,"34,181"
Main-TheresNoBInMovie,0.0059,3.04,"55,848"
Main-DramaticHourLong,0.0059,3.66,"1,105"
Main-SevenYearRule,0.0058,3.12,"37,346"
Main-TroperTales,0.0058,0.00,0
Main-CulturePolice,0.0058,3.04,"107,464"
Main-WelcomeEpisode,0.0058,2.92,"75,592"
Main-PortalToThePast,0.0058,3.16,"30,830"
Main-Cancellation,0.0058,3.39,"25,234"
Main-LeftTheBackgroundMusicOn,0.0058,2.80,"161,118"
Main-ShamelessSelfPromoter,0.0058,3.13,"933,883"
Main-VanillaEdition,0.0058,2.96,"53,471"
Main-OddballInTheSeries,0.0058,2.95,"56,190"
Main-IsntItIronic,0.0058,3.02,"47,097"
Main-ButItReallyHappened,0.0058,3.19,"56,757"
Main-NonSingingVoice,0.0058,2.98,"90,744"
Main-RemakeCameo,0.0058,2.98,"81,469"
Main-GenreKiller,0.0058,2.94,"177,041"
Main-HeavyMithril,0.0058,2.97,"72,540"
Main-DesignatedMonkey,0.0058,2.88,"66,325"
Main-ExploitationFilm,0.0057,3.25,"37,054"
Main-Epigraph,0.0057,3.01,"106,184"
Main-ExecutiveVeto,0.0057,3.02,"17,790"
Main-Metaplot,0.0057,3.00,"23,453"
Main-APirate400YearsTooLate,0.0057,3.02,"50,512"
Main-AnthropicPrinciple,0.0057,3.05,"34,520"
Main-SlidingScaleOfShinyVersusGritty,0.0057,2.87,"77,570"
Main-SurveillanceAsThePlotDemands,0.0057,2.85,"42,716"
Main-SexDrugsAndRockAndRoll,0.0057,3.06,"77,680"
Main-ScreenToStageAdaptation,0.0057,3.21,"47,493"
Main-DownTheRabbitHole,0.0057,3.05,"55,704"
Main-CanonDefilement,0.0057,3.13,"43,241"
Main-AllDesertsHaveCacti,0.0057,3.07,"33,913"
Main-EditWar,0.0057,3.78,"4,177"
Main-FlashbackEffects,0.0057,2.95,"93,796"
Main-ComicBookFantasyCasting,0.0057,2.97,"63,075"
Main-VideoPhone,0.0057,3.05,"64,356"
Main-NarratorAllAlong,0.0057,3.01,"64,169"
Main-CluelessAesop,0.0057,2.89,"73,896"
Main-BackToFront,0.0056,3.06,"93,465"
Main-ChinaTakesOverTheWorld,0.0056,2.94,"175,503"
Main-GlobalWarming,0.0056,3.08,"46,019"
Main-StoryBreakerTeamUp,0.0056,2.96,"28,034"
Main-NetworkToTheRescue,0.0056,2.91,"87,443"
Main-EverybodyMustGetStoned,0.0056,3.06,"20,957"
Main-RomanAClef,0.0056,3.14,"79,193"
Main-XPacHeat,0.0056,3.07,"27,052"
Main-CommieLand,0.0056,3.11,"45,261"
Main-AnimatedCreditsOpening,0.0056,3.09,"120,873"
Main-ToylessToylineCharacter,0.0056,3.04,"17,579"
Main-WantingIsBetterThanHaving,0.0056,3.09,"22,783"
Main-TeamSpirit,0.0056,3.18,"10,425"
Main-Utsuge,0.0056,3.14,"50,800"
Main-ChangingOfTheGuard,0.0056,2.87,"45,270"
Main-GameplayRoulette,0.0056,3.04,"65,910"
Main-TimeshiftedActor,0.0056,3.01,"57,206"
Main-ForcedMeme,0.0056,3.07,"36,342"
Main-WorkingTitle,0.0056,2.85,"118,903"
Main-SubvertedKidsShow,0.0056,2.95,"91,354"
Main-TeamShot,0.0055,3.05,"33,598"
Main-PresentDayPast,0.0055,3.04,"76,928"
Main-InactionSequence,0.0055,3.12,"21,154"
Main-Multiverse,0.0055,3.89,68
Main-TheThingThatWouldNotLeave,0.0055,2.94,"183,513"
Main-TalkShow,0.0055,3.46,"28,082"
Main-OurFounder,0.0055,3.07,"18,224"
Main-HalfArcSeason,0.0055,3.02,"15,688"
Main-TwoScenesOneDialogue,0.0055,2.96,"42,176"
Main-Rotoscoping,0.0055,3.20,"58,820"
Main-TVNeverLies,0.0055,3.15,"12,076"
Main-ColorWash,0.0055,3.08,"38,520"
Main-StargateCity,0.0055,3.11,"70,305"
Main-ChangedMyJumper,0.0055,3.05,"18,694"
Main-CultureChopSuey,0.0054,2.97,"32,217"
Main-FictionalPoliticalParty,0.0054,3.00,"41,850"
Main-LensFlare,0.0054,3.20,"39,970"
Main-YouMightRememberMeFrom,0.0054,3.03,"24,052"
Main-CelebrityIsOverrated,0.0054,3.01,"77,754"
Main-SquashMatch,0.0054,3.30,"7,667"
Main-ArtisticLicenseHistory,0.0054,2.92,"136,101"
Main-MonochromeCasting,0.0054,2.93,"87,227"
Main-ExcitedShowTitle,0.0054,3.00,"118,863"
Main-SurprisinglyImprovedSequel,0.0054,2.88,"141,899"
Main-IAmTheBand,0.0054,3.27,"20,797"
Main-JohnMunch,0.0054,3.22,"5,645"
Main-FakeGuestStar,0.0054,3.05,"13,544"
Main-BasedOnAGreatBigLie,0.0054,3.08,"56,507"
Main-MagicalSecurityCam,0.0053,2.93,"93,565"
Main-VideoInsideFilmOutside,0.0053,3.27,"27,707"
Main-Undercrank,0.0053,3.19,"69,328"
Main-TheBoxingEpisode,0.0053,2.94,"41,715"
Main-ExpansionPackWorld,0.0053,2.91,"37,306"
Main-ThirdOptionAdaptation,0.0053,3.05,"11,879"
Main-YouALLShareMyStory,0.0053,3.05,"29,607"
Main-DVDBonusContent,0.0053,3.55,"9,407"
Main-DeadArtistsAreBetter,0.0053,3.03,"58,890"
Main-FloatingHeadSyndrome,0.0053,3.10,"34,583"
Main-TrickedOutTime,0.0053,3.10,"11,924"
Main-CutAndPasteComic,0.0053,3.13,"95,652"
Main-WhatDoYouMeanItsNotDidactic,0.0053,2.96,"139,609"
Main-EveryoneMeetsEveryone,0.0053,3.01,"69,510"
Main-RunForTheBorder,0.0052,3.11,"38,612"
Main-PlanetaryRomance,0.0052,3.02,"98,686"
Main-DeadUnicornTrope,0.0052,3.03,"64,029"
Main-VisionsOfAnotherSelf,0.0052,3.09,"15,086"
Main-FantasyWorldMap,0.0052,2.90,"78,293"
Main-CosmeticallyAdvancedPrequel,0.0052,3.08,"19,056"
Main-StrangerInAFamiliarLand,0.0052,2.90,"106,713"
Main-FightingSeries,0.0052,3.16,"36,247"
Main-ShakespeareInFiction,0.0052,2.96,"63,635"
Main-EverythingsBetterWithPlushies,0.0052,2.92,"77,548"
Main-AllMusicalsAreAdaptations,0.0052,3.12,"96,010"
Main-StrawCritic,0.0052,3.02,"39,085"
Main-MusicalNod,0.0052,3.08,"12,155"
Main-NonIndicativeFirstEpisode,0.0052,3.12,"21,924"
Main-WheelOFeet,0.0052,3.07,"54,378"
Main-IShouldWriteABookAboutThis,0.0052,3.00,"136,836"
Main-BusbyBerkeleyNumber,0.0052,3.14,"36,650"
Main-LipLock,0.0052,3.00,"58,940"
Main-EverythingsFunkierWithDisco,0.0052,3.05,"79,884"
Main-TheTetrisEffect,0.0052,3.08,"45,169"
Main-BSideComics,0.0052,3.21,"21,938"
Main-TheGrinch,0.0052,2.95,"62,488"
Main-InThePastEveryoneWillBeFamous,0.0052,3.03,"45,232"
Main-EitherOrTitle,0.0052,3.17,"85,018"
Main-EternalSexualFreedom,0.0052,3.10,"45,258"
Main-ThePlace,0.0051,3.03,"137,676"
Main-MultiPlatform,0.0051,3.23,"36,502"
Main-AirGuitar,0.0051,2.97,"71,342"
Main-OrwellianEditor,0.0051,3.60,"40,341"
Main-HollywoodScribbling,0.0051,2.86,"55,680"
Main-ThatRemindsMeOfASong,0.0051,2.96,"140,076"
Main-PerformanceAnxiety,0.0051,3.03,"40,196"
Main-LongestPrologueEver,0.0051,2.99,"90,226"
Main-HollywoodCalifornia,0.0051,2.98,"78,294"
Main-EverythingsBuiltWithLEGO,0.0051,2.99,"177,235"
Main-UltraSuperDeathGoreFestChainsawer3000,0.0051,2.78,"123,350"
Main-ReverseShazam,0.0051,3.09,"34,676"
Main-ICouldaBeenAContender,0.0051,2.99,"66,819"
Main-ItsAlwaysSpring,0.0051,3.02,"26,812"
Main-TakeThatScrappy,0.0051,2.89,"79,815"
Main-RegencyEngland,0.0051,3.43,"30,281"
Main-MatchCut,0.0051,3.07,"58,736"
Main-DreamTeam,0.0051,3.04,"40,771"
Main-BackedByThePentagon,0.0051,3.09,"40,772"
Main-EvenBetterSequel,0.0050,2.78,"158,007"
Main-NecessaryWeasel,0.0050,3.19,"16,808"
Main-OddShapedPanel,0.0050,3.09,"92,415"
Main-SouthOfTheBorder,0.0050,3.11,"67,664"
Main-AdvertisedExtra,0.0050,2.90,"74,305"
Main-FarEast,0.0050,3.12,"18,728"
Main-MayTheFarceBeWithYou,0.0050,3.08,"44,308"
Main-TropeName,0.0050,3.11,"152,611"
Main-GangstaRap,0.0050,3.34,"48,528"
Main-MandatoryLine,0.0050,2.92,"16,981"
Main-NiceCharacterMeanActor,0.0050,2.94,"57,449"
Main-MutuallyFictional,0.0050,3.12,"30,201"
Main-VirtualCelebrity,0.0050,3.09,"71,180"
Main-SequelDisplacement,0.0050,2.91,"78,043"
Main-MusicalisInterruptus,0.0050,3.01,"74,542"
Main-DaydreamBeliever,0.0050,2.85,"70,154"
Main-Soaperizing,0.0050,2.94,"24,661"
Main-BreakawayPopHit,0.0050,3.05,"142,585"
Main-ArabianNightsDays,0.0050,3.08,"48,136"
Main-CreatorThumbprint,0.0050,2.79,"137,207"
Main-Gangsterland,0.0050,3.21,"30,697"
Main-OffTheShelfFX,0.0050,3.06,"29,284"
Main-Documentary,0.0050,3.45,"69,891"
Main-MysteryOfTheWeek,0.0049,3.60,"11,184"
Main-MascotWithAttitude,0.0049,3.06,"40,527"
Main-NarrowedItDownToTheGuyIRecognize,0.0049,2.99,"54,219"
Main-WeHaventLearnedAnythingYet,0.0049,3.00,"32,324"
Main-CharacterOverlap,0.0049,2.95,"36,741"
Main-ShiningCity,0.0049,3.04,"80,145"
Main-OneMarioLimit,0.0049,2.94,"45,544"
Main-PeriodPiece,0.0049,3.30,"14,359"
Main-TitleTheAdaptation,0.0049,3.05,"28,971"
Main-SilenceIsGolden,0.0049,3.01,"145,698"
Main-ChristianRock,0.0049,3.12,"54,313"
Main-HollywoodNewEngland,0.0049,3.02,"68,983"
Main-GameOfNerds,0.0049,3.16,"15,276"
Main-MisaimedMarketing,0.0049,2.85,"65,716"
Main-UnmovingPlaid,0.0049,3.13,"33,738"
Main-PopStarComposer,0.0049,2.98,"71,245"
Main-FlashbackWithTheOtherDarrin,0.0049,3.06,"11,543"
Main-ProductionPosse,0.0049,2.99,"99,726"
Main-RecycledTitle,0.0049,3.09,"19,230"
Main-AllAnimationIsDisney,0.0048,3.07,"25,864"
Main-DisasterScavengers,0.0048,3.19,"9,634"
Main-SeriesFranchise,0.0048,2.94,"55,827"
Main-TheAggressiveDrugDealer,0.0048,3.06,"40,162"
Main-SecondHandStorytelling,0.0048,2.97,"54,694"
Main-RealPlaceBackground,0.0048,3.11,"21,362"
Main-DepravedKidsShowHost,0.0048,3.04,"30,032"
Main-AsceticAesthetic,0.0048,3.09,"14,960"
Main-TheEndingChangesEverything,0.0048,3.08,"73,564"
Main-StrawFan,0.0048,2.94,"23,743"
Main-AndTheWinnerIs,0.0048,3.09,"35,974"
Main-TriumphantReprise,0.0048,3.00,"34,575"
Main-ArtisticLicenseGeography,0.0048,2.92,"143,242"
Main-LastNoteNightmare,0.0048,2.92,"118,709"
Main-PlotPoint,0.0048,3.50,768
Main-MajorGeneralSong,0.0048,3.10,"40,148"
Main-ContractualPurity,0.0048,2.86,"214,479"
Main-Spexico,0.0048,3.02,"127,093"
Main-InteractiveComic,0.0048,3.12,"419,243"
Main-WritingByTheSeatOfYourPants,0.0048,3.06,"67,669"
Main-TimeCrash,0.0048,3.02,"26,570"
Main-FutureFoodIsArtificial,0.0048,3.03,"41,846"
Main-IstanbulNotConstantinople,0.0048,3.07,"42,332"
Main-NewOldWest,0.0048,3.04,"137,494"
Main-AmericaWinsTheWar,0.0048,3.17,"16,394"
Main-ParodyRetcon,0.0048,3.11,"25,968"
Main-PanelGame,0.0048,3.39,"22,745"
Main-Denouement,0.0047,3.02,"74,536"
Main-MetaCasting,0.0047,3.04,"32,187"
Main-MegaphoneHanging,0.0047,3.10,"17,184"
Main-TheCouch,0.0047,3.25,"14,578"
Main-Eyedscreen,0.0047,3.05,"46,546"
Main-InternetCounterattack,0.0047,3.03,"29,267"
Main-ThrashMetal,0.0047,4.11,"11,487"
Main-WhyWeCantHaveNiceThings,0.0047,3.05,"17,395"
Main-AffirmativeActionLegacy,0.0047,3.05,"25,378"
Main-ArtistDisillusionment,0.0047,2.93,"116,654"
Main-QuoteMine,0.0047,3.06,"65,309"
Main-OneEpisodeWonder,0.0047,2.97,"164,086"
Main-ChromaKey,0.0047,3.06,"74,740"
SugarWiki-AwesomeMusic,0.0047,3.33,"107,290"
Main-TrappedByMountainLions,0.0047,2.88,"36,903"
Main-WhatNowEnding,0.0047,3.02,"18,460"
Main-DesignStudentsOrgasm,0.0047,3.04,"74,666"
Main-CompletelyDifferentTitle,0.0047,2.73,"283,937"
Main-ABNegative,0.0046,3.05,"46,938"
Main-FanficChopSuey,0.0046,2.94,"74,276"
Main-ItsAlwaysMardiGrasInNewOrleans,0.0046,3.13,"19,171"
Main-FlashbackCut,0.0046,3.27,"5,356"
Main-FakeCrossOver,0.0046,3.01,"25,350"
Main-ThePresentDay,0.0046,3.04,"37,697"
Main-TheRenaissance,0.0046,3.10,"54,643"
Main-Hobos,0.0046,3.07,"64,650"
Main-Oxbridge,0.0046,3.18,"25,512"
Main-SecondEpisodeIntroduction,0.0046,3.00,"18,683"
Main-VideoWills,0.0046,3.04,"24,266"
Main-TheOtherRainforest,0.0046,3.04,"71,257"
Main-FullHouseMusic,0.0046,3.23,"7,349"
Main-TeenIdol,0.0046,3.15,"13,025"
Main-EverythingsBetterWithMuppets,0.0046,3.21,"14,070"
Main-CowTools,0.0046,3.01,"33,478"
Main-ConfessionCam,0.0046,3.11,"84,746"
Main-HatesTheJobLovesTheLimelight,0.0046,3.05,"49,721"
Main-CherubicChoir,0.0046,3.07,"51,743"
Main-LeftJustifiedFantasyMap,0.0046,3.08,"12,034"
Main-ItsTheSameNowItSucks,0.0046,2.90,"36,402"
Main-Columbine,0.0046,2.93,"85,453"
Main-NotAsYouKnowThem,0.0046,3.05,"21,813"
Main-ThisIsMySide,0.0046,3.08,"25,525"
Main-DarkAgeOfSupernames,0.0046,3.00,"27,360"
Main-AwardSnub,0.0045,3.51,"9,885"
Main-OldSuperhero,0.0045,2.95,"39,054"
Main-MissingTrailerScene,0.0045,3.01,"34,962"
Main-SequelFirst,0.0045,3.06,"93,384"
Main-ExtremelyShortTimespan,0.0045,3.06,"38,134"
Main-EaglelandOsmosis,0.0045,3.40,"41,701"
Main-SimultaneousArcs,0.0045,3.09,"17,458"
Main-Cowboy,0.0045,3.02,"71,938"
Main-ImpairmentShot,0.0045,3.03,"28,687"
Main-IronyAsSheIsCast,0.0045,3.09,"19,165"
Main-EverythingsBetterOnDrugs,0.0045,3.24,"14,257"
Main-MSPaint,0.0045,3.29,"23,473"
Main-EverybodyOwnsAFord,0.0045,3.18,"17,088"
Main-YeGoodeOldeDays,0.0045,3.20,"19,843"
Main-SingleIssueWonk,0.0045,3.48,"2,549"
Main-CoverVersion,0.0045,3.23,"34,307"
Main-TimeCompressionMontage,0.0045,3.33,"12,172"
Main-Trigger,0.0045,2.97,"146,611"
Main-AdventurerOutfit,0.0045,3.03,"18,638"
Main-Grunge,0.0045,3.24,"31,076"
Main-MurderSimulators,0.0045,2.99,"78,457"
Main-CelebrityVoiceActor,0.0045,3.02,"19,397"
Main-SelfTitledAlbum,0.0045,3.30,"13,095"
Main-CaliforniaUniversity,0.0044,3.22,"15,472"
Main-VarietyShow,0.0044,3.37,"16,190"
Main-KidCom,0.0044,3.24,"17,525"
Main-EnvironmentalSymbolism,0.0044,3.09,"16,555"
Main-ConsolationPrize,0.0044,3.21,"98,697"
Main-TheMainCharactersDoEverything,0.0044,3.03,"21,820"
Main-CulturalCrossReference,0.0044,2.83,"76,486"
Main-LastEpisodeNewCharacter,0.0044,3.04,"16,553"
Main-TrappedInThePast,0.0044,3.02,"78,809"
Main-TrueArtSticksItToTheMan,0.0044,3.02,"68,483"
Main-PuzzlePan,0.0044,3.36,"1,750"
Main-OneMillionBC,0.0044,2.97,"44,800"
Main-KirksRock,0.0044,3.47,"1,700"
Main-Introdump,0.0044,3.11,"14,030"
Main-DyingTown,0.0044,3.10,"49,703"
Main-PlotParallel,0.0044,3.16,"13,641"
Main-GameShowAppearance,0.0044,3.06,"92,061"
Main-ActionizedSequel,0.0044,2.99,"26,905"
Main-EpicTrackingShot,0.0044,3.06,"28,661"
Main-HomageShot,0.0044,3.12,"18,504"
Main-AlsoSprachZarathustra,0.0044,2.95,"48,321"
Main-ThePlotReaper,0.0043,2.95,"33,672"
Main-AxesAtSchool,0.0043,3.08,"20,623"
Main-SwitchingPOV,0.0043,3.16,"53,424"
Main-Demythtification,0.0043,2.94,"49,177"
Main-AngstDissonance,0.0043,3.27,"17,693"
Main-RevengeFic,0.0043,3.04,"41,123"
Main-PosthumousNarration,0.0043,3.15,"18,149"
Main-SquarePegRoundTrope,0.0043,2.86,"131,680"
Main-AlanSmithee,0.0043,3.08,"395,463"
Main-AdaptationOverdosed,0.0043,2.97,"27,417"
Main-SnowMeansCold,0.0043,3.13,"57,217"
Main-MagicFloppyDisk,0.0043,3.11,"28,380"
Main-AnimatedAnthology,0.0043,3.31,"70,663"
Main-WrongSideOfTheTracks,0.0043,3.03,"57,724"
Main-JournalComic,0.0043,3.42,"22,036"
Main-EiffelTowerEffect,0.0043,2.89,"159,958"
Main-ThemeTuneRollCall,0.0043,3.01,"43,491"
Main-Privateer,0.0043,3.15,"13,788"
Main-VideoReviewShow,0.0043,3.14,"59,075"
Main-RidiculousFutureInflation,0.0043,3.04,"40,745"
Main-PopularHistory,0.0042,3.09,"18,138"
Main-ProductPromotionParade,0.0042,3.20,"13,737"
Main-ChasedByAngryNatives,0.0042,3.03,"44,064"
DarthWiki-WallBanger,0.0042,3.15,"403,420"
Main-TheGiant,0.0042,3.32,"4,365"
Main-Nohamotyo,0.0042,2.98,"36,947"
Main-MessageBoard,0.0042,3.57,"42,421"
Main-StarvingArtist,0.0042,3.13,"34,722"
Main-DramatisPersonae,0.0042,3.08,"26,901"
Main-NotASubversion,0.0042,3.29,"93,064"
Main-ThirdLineSomeWaiting,0.0042,3.08,"28,983"
Main-CityWithNoName,0.0042,2.95,"67,561"
Main-CartoonActionHour,0.0042,3.15,"3,183"
