Label,Eigenvector Centrality,Closeness Centrality,Betweenness Centrality
Main-FunWithSubtitles,0.0097,2.88,"145,166"
Main-TVTropesWikiDrinkingGame,0.0096,2.74,"709,976"
Main-KidDetective,0.0096,3.12,"74,987"
Main-OOCIsSeriousBusiness,0.0096,2.85,"116,367"
Main-BigShutUp,0.0096,2.83,"109,511"
Main-HypnoFool,0.0096,3.05,"78,574"
Main-StopPokingMe,0.0096,3.12,"20,019"
Main-TunnelKing,0.0095,2.96,"108,133"
Main-NamedAfterSomebodyFamous,0.0095,2.96,"88,062"
Main-ChirpingCrickets,0.0095,2.95,"96,043"
Main-ConspicuousConsumption,0.0095,2.96,"122,568"
Main-Fictionary,0.0095,2.95,"82,680"
Main-SayingSoundEffectsOutLoud,0.0095,2.92,"118,500"
Main-TheAhnold,0.0095,3.04,"39,607"
Main-Fauxreigner,0.0094,3.01,"70,510"
Main-BigWhat,0.0094,2.96,"59,062"
Main-MyCarHatesMe,0.0094,3.05,"66,889"
Main-NoExceptYes,0.0094,2.93,"68,965"
Main-DropWhatYouAreDoing,0.0093,2.96,"48,324"
Main-TheIdiotFromOsaka,0.0093,3.11,"21,298"
Main-CryingWolf,0.0093,2.99,"93,422"
Main-TropeNamers,0.0093,3.35,"7,138"
Main-Pixellation,0.0093,3.03,"75,945"
Main-CannotTellAJoke,0.0093,3.05,"296,117"
Main-TheyCallMeMisterTibbs,0.0093,2.91,"84,401"
Main-Gasshole,0.0092,2.97,"77,182"
Main-DramaticPause,0.0092,2.92,"121,289"
Main-SubvertedRhymeEveryOccasion,0.0092,2.93,"142,150"
Main-TrustPassword,0.0092,2.98,"53,987"
Main-StunnedSilence,0.0092,2.93,"95,569"
Main-MyHeroZero,0.0092,2.91,"77,955"
Main-SpeechImpediment,0.0092,2.89,"137,205"
Main-CollectiveGroan,0.0092,2.99,"51,089"
Main-ShockSite,0.0091,3.46,"3,603"
Main-OrSoIHeard,0.0091,3.12,"20,097"
Main-AtomicFBomb,0.0091,2.97,"71,790"
Main-PottyFailure,0.0091,3.08,"82,509"
Main-AgonyOfTheFeet,0.0091,2.97,"117,961"
Main-DramaticUnmask,0.0091,2.86,"90,544"
Main-TalkingToThemself,0.0091,3.00,"47,696"
Main-UrbanLegends,0.0091,3.09,"126,464"
Main-BananaPeel,0.0090,3.02,"77,526"
Main-HurricaneOfEuphemisms,0.0090,3.01,"110,579"
Main-IdeaBulb,0.0090,2.89,"119,702"
Main-TrashOfTheTitans,0.0090,3.02,"63,794"
Main-AllThereInTheScript,0.0089,2.80,"125,620"
Main-CoveredInGunge,0.0089,3.01,"125,258"
Main-UnnamedParent,0.0089,2.95,"90,805"
Main-PoirotSpeak,0.0089,2.99,"68,553"
Main-ZeroWingrish,0.0089,2.92,"116,921"
Main-BritishEnglish,0.0089,3.10,"80,941"
Main-RapidFireComedy,0.0089,3.04,"88,950"
Main-FullNameUltimatum,0.0088,3.03,"52,518"
Main-WikiWalk,0.0088,3.06,"78,440"
Main-BawdySong,0.0088,2.95,"176,242"
Main-PieInTheFace,0.0088,2.91,"167,679"
Main-ChewbaccaDefense,0.0088,3.10,"48,631"
Main-CharacterTics,0.0087,2.93,"56,307"
Main-BlessedAreTheCheesemakers,0.0087,2.92,"102,859"
Main-LameComeback,0.0086,2.99,"51,161"
Main-IMeantToDoThat,0.0086,3.00,"66,187"
Main-HideYourPregnancy,0.0086,3.04,"44,991"
Main-LaymansTerms,0.0086,3.02,"31,440"
Main-GeorgeJetsonJobSecurity,0.0085,3.11,"37,254"
Main-HeadDesk,0.0085,3.15,"37,591"
Main-ThrowTheBookAtThem,0.0085,2.94,"93,833"
Main-PropheticNames,0.0085,2.84,"83,287"
Main-RebusBubble,0.0085,3.07,"47,603"
Main-ResistanceIsFutile,0.0085,3.13,"13,036"
Main-BigYes,0.0084,2.88,"105,458"
Main-DidNotDoTheBloodyResearch,0.0084,2.96,"83,442"
Main-EverythingIsBigInTexas,0.0083,3.03,"51,400"
Main-ColdTurkeysAreEverywhere,0.0083,3.04,"83,328"
Main-ItsQuietTooQuiet,0.0083,2.88,"102,804"
Main-ComplimentBackfire,0.0083,3.00,"43,224"
Main-DepravedDentist,0.0083,3.05,"113,398"
Main-TerribleIntervieweesMontage,0.0082,2.97,"93,015"
Main-WantonCrueltyToTheCommonComma,0.0082,2.94,"105,920"
Main-KansaiRegionalAccent,0.0081,2.98,"125,440"
Main-RepetitiveName,0.0081,2.94,"174,323"
Main-CaptainEthnic,0.0081,2.86,"89,592"
Main-ExactEavesDropping,0.0081,2.88,"125,508"
Main-TheOneWith,0.0081,3.05,"62,367"
Main-BriefAccentImitation,0.0081,2.93,"81,570"
Main-NarrativeProfanityFilter,0.0080,2.93,"145,891"
Main-FountainOfMemes,0.0080,2.84,"90,404"
Main-PersonaNonGrata,0.0080,3.01,"45,692"
Main-GuiseWillBeGuise,0.0080,3.06,"33,999"
Main-OneDialogueTwoConversations,0.0080,2.98,"89,960"
Main-BreadEggsBreadedEggs,0.0080,2.84,"123,972"
Main-CensorBox,0.0080,2.99,"116,992"
Main-YouFool,0.0080,2.98,"36,735"
Main-NotWearingTights,0.0080,2.93,"53,185"
Main-ThePigPen,0.0080,3.06,"80,480"
Main-IAmNotWeasel,0.0080,3.01,"35,505"
Main-TheZerothLawOfTropeExamples,0.0080,3.31,"86,359"
Main-TheScream,0.0079,2.87,"110,235"
Main-TheCatCameBack,0.0079,3.01,"64,244"
Main-TalkingWithSigns,0.0079,2.98,"86,654"
Main-WingdingEyes,0.0079,2.98,"80,239"
Main-AutoErotica,0.0079,3.01,"122,985"
Main-BritishNewspapers,0.0079,3.11,"275,586"
Main-WorthIt,0.0079,3.00,"33,193"
Main-ThisTropeIsBleep,0.0079,3.08,"64,686"
Main-WorldGoneMad,0.0078,3.03,"42,237"
Main-BluffTheImpostor,0.0078,2.94,"72,180"
Main-ThatPoorCat,0.0078,3.00,"52,209"
Main-INeverSaidItWasPoison,0.0078,2.99,"87,301"
Main-SimilarSquad,0.0078,2.87,"87,792"
Main-GASP,0.0078,2.92,"111,012"
Main-WaxingLyrical,0.0078,2.79,"168,460"
Main-CoincidentalBroadcast,0.0078,3.03,"82,316"
Main-TheSummation,0.0078,3.09,"75,853"
Main-SpontaneousHumanCombustion,0.0077,2.94,"69,803"
Main-GivingSomeoneThePointerFinger,0.0077,3.06,"32,213"
Main-EverybodySmokes,0.0077,3.06,"59,913"
Main-GetTheeToANunnery,0.0077,3.12,"39,515"
Main-TheVonTropeFamily,0.0077,2.99,"62,586"
Main-RealisticDictionIsUnrealistic,0.0076,2.97,"140,442"
Main-ImpersonatingAnOfficer,0.0076,3.21,"12,862"
Main-CueTheFlyingPigs,0.0076,2.95,"57,133"
Main-EloquentInMyNativeTongue,0.0076,3.01,"50,258"
Main-TheTroubles,0.0076,3.00,"180,268"
Main-IHaveThisFriend,0.0076,2.88,"208,005"
Main-FanSub,0.0076,3.30,"23,609"
Main-CutawayGag,0.0076,3.12,"22,081"
Main-JugglingLoadedGuns,0.0076,3.00,"37,770"
Main-WithCatlikeTread,0.0076,2.82,"95,282"
Main-IsThisThingStillOn,0.0075,2.99,"111,321"
Main-JewishMother,0.0075,3.06,"92,529"
Main-WeAllLiveInAmerica,0.0075,3.00,"69,138"
Main-BrooklynRage,0.0075,3.07,"44,470"
SugarWiki-FunnyMoments,0.0075,3.38,"1,392,768"
Main-JabbaTableManners,0.0075,3.10,"23,933"
Main-AliceAllusion,0.0075,3.01,"115,253"
Main-LevelAte,0.0074,2.98,"130,968"
Main-DeadlineNews,0.0074,2.98,"102,753"
Main-ConspicuousTrenchcoat,0.0074,2.98,"50,850"
Main-SirSwearsalot,0.0074,2.84,"108,416"
Main-JapaneseRanguage,0.0074,2.99,"42,797"
Main-HerrDoktor,0.0074,2.86,"118,543"
Main-CoatHatMask,0.0074,2.90,"114,049"
Main-HeadphonesEqualIsolation,0.0074,3.01,"83,756"
Main-AllThatGlitters,0.0074,2.97,"46,004"
Main-AnnoyingLaugh,0.0073,3.01,"54,507"
Main-BattleDiscretionShot,0.0073,3.05,"27,710"
Main-DuckSeasonRabbitSeason,0.0073,2.96,"60,350"
Main-ImpossibleThief,0.0073,2.96,"80,892"
Main-DrinkOrder,0.0073,2.79,"202,370"
Main-MassOhCrap,0.0073,3.01,"31,250"
Main-DangerTakesABackseat,0.0073,3.00,"56,579"
Main-TactfulTranslation,0.0073,3.08,"61,867"
Main-CirclingBirdies,0.0072,3.03,"64,587"
Main-MadLibsCatchphrase,0.0072,2.96,"108,001"
Main-NoJustNoReaction,0.0072,3.12,"27,284"
Main-HeyYou,0.0072,2.99,"34,987"
Main-BackAlleyDoctor,0.0072,2.99,"112,523"
Main-GoodWithNumbers,0.0071,3.01,"28,944"
Main-ForceFeeding,0.0071,3.00,"50,784"
Main-CantYouReadTheSign,0.0071,2.98,"49,215"
Main-BigWordShout,0.0071,2.96,"52,766"
Main-ItTastesLikeFeet,0.0071,2.94,"102,618"
Main-GonnaNeedMoreTrope,0.0071,3.01,"37,385"
Main-CrazyCulturalComparison,0.0071,3.15,"33,563"
Main-SweatDrop,0.0070,3.20,"14,963"
Main-FaceDoodling,0.0070,2.90,"73,351"
Main-YouAndWhatArmy,0.0070,3.03,"107,352"
Main-WhatYearIsThis,0.0070,3.06,"33,430"
Main-EverythingsBetterWithChocolate,0.0070,2.98,"62,848"
Main-PlanetOfSteves,0.0070,2.97,"70,126"
Main-FruitCart,0.0070,3.00,"63,411"
Main-RainbowSpeak,0.0070,3.04,"95,135"
Main-DelusionsOfEloquence,0.0070,2.97,"59,722"
Main-ItCameFromTheFridge,0.0070,2.99,"41,958"
Main-FunWithForeignLanguages,0.0069,2.91,"171,443"
Main-DidntThinkThisThrough,0.0069,2.98,"31,699"
Main-DefectiveDetective,0.0069,3.06,"61,840"
Main-TitleScream,0.0069,2.89,"180,415"
Main-AppropriatedAppellation,0.0069,2.87,"105,438"
Main-DonutMessWithACop,0.0069,3.00,"96,130"
Main-WildTake,0.0069,3.06,"78,842"
Main-CouldSayItBut,0.0069,2.99,"55,769"
Main-EvilLawyerJoke,0.0069,3.05,"53,685"
Main-WhatTheHellIsThatAccent,0.0069,2.92,"75,200"
Main-OperationBlank,0.0069,2.85,"139,479"
Main-ObligatorySwearing,0.0069,2.93,"85,692"
Main-FauxtivationalPoster,0.0069,3.04,"40,204"
Main-SneezeOfDoom,0.0069,2.83,"150,966"
Main-InsultToRocks,0.0069,3.00,"95,831"
Main-SmartBall,0.0068,3.00,"68,372"
Main-ReactionShot,0.0068,3.15,"56,577"
Main-AntiquatedLinguistics,0.0068,3.03,"84,834"
Main-TotemPoleTrench,0.0068,2.95,"107,885"
Main-ElephantsChild,0.0068,3.10,"94,547"
Main-SlobsVersusSnobs,0.0068,3.01,"96,670"
Main-SuckECheeses,0.0068,3.06,"32,102"
Main-RockBottom,0.0068,2.90,"67,797"
Main-ItIsPronouncedTro-PAY,0.0068,2.90,"95,156"
Main-FiveFiveFive,0.0068,2.99,"64,162"
Main-DontTouchItYouIdiot,0.0068,2.97,"44,508"
Main-NotThatKindOfDoctor,0.0067,2.97,"60,959"
Main-SkewedPriorities,0.0067,2.93,"88,188"
Main-SpinningPaper,0.0067,3.08,"68,458"
Main-SomethingPerson,0.0067,2.97,"98,086"
Main-OneHourWorkWeek,0.0067,2.99,"50,621"
Main-TheJudge,0.0067,3.32,"15,565"
Main-FawltyTowersPlot,0.0067,3.08,"40,068"
Main-VanityLicensePlate,0.0067,2.94,"130,686"
Main-CordonBleughChef,0.0067,2.96,"71,025"
Main-RummageFail,0.0067,3.01,"36,129"
Main-IncrediblyObviousBug,0.0067,2.96,"34,241"
Main-BriefcaseFullOfMoney,0.0067,2.96,"140,075"
Main-SomeCallMeTim,0.0066,2.86,"74,059"
Main-SmellySkunk,0.0066,2.89,"101,900"
Main-TWordEuphemism,0.0066,3.11,"25,357"
Main-SuperheroesWearCapes,0.0066,2.92,"67,295"
Main-SoUnfunnyItsFunny,0.0066,3.03,"52,525"
Main-ForgetsToEat,0.0066,3.03,"30,052"
Main-HookersAndBlow,0.0066,3.10,"44,640"
Main-EternalEnglish,0.0066,3.02,"50,682"
Main-LudicrousPrecision,0.0066,3.08,"23,568"
Main-OneLetterName,0.0066,3.01,"65,309"
Main-NoSmoking,0.0066,3.11,"22,503"
Main-YouJustToldMe,0.0066,2.99,"57,950"
Main-EnemyMime,0.0066,2.99,"55,523"
Main-FailedAttemptAtDrama,0.0066,3.09,"12,830"
Main-BallsOfSteel,0.0065,2.97,"61,573"
Main-Scotireland,0.0065,3.06,"34,012"
Main-RoadRunnerVsCoyote,0.0065,3.01,"45,595"
Main-ScoutOut,0.0065,3.07,"34,565"
Main-SmashCut,0.0065,3.12,"69,698"
Main-IfYouCanReadThis,0.0065,3.01,"13,003"
Main-Sexophone,0.0065,3.03,"44,866"
Main-CoolestClubEver,0.0064,3.11,"22,345"
Main-WeNamedTheMonkeyJack,0.0064,2.87,"71,391"
Main-RightInFrontOfMe,0.0064,3.09,"35,770"
Main-StockShoutOuts,0.0064,3.22,"23,805"
Main-LetMeGetThisStraight,0.0064,2.98,"33,869"
Main-Poker,0.0064,3.12,"48,584"
Main-INeedToGoIronMyDog,0.0064,2.92,"123,550"
Main-OnlySaneEmployee,0.0064,3.05,"75,478"
Main-MenstrualMenace,0.0064,2.90,"64,214"
Main-IWouldSayIfICouldSay,0.0063,2.92,"114,336"
Main-StickyFingers,0.0063,3.05,"48,359"
Main-SlippingAMickey,0.0063,2.91,"134,629"
Main-ComicallySmallBribe,0.0063,2.97,"89,163"
Main-GagSub,0.0063,2.90,"106,806"
Main-GentlemanSnarker,0.0063,3.19,"15,216"
Main-GossipEvolution,0.0063,3.08,"65,426"
Main-SpottingTheThread,0.0063,3.02,"32,445"
Main-SueDonym,0.0063,3.05,"52,139"
Main-SassySecretary,0.0063,3.22,"23,581"
Main-MakeOutPoint,0.0062,3.03,"46,213"
Main-WorstNewsJudgmentEver,0.0062,2.95,"156,732"
Main-OffscreenCrash,0.0062,3.09,"34,269"
Main-IWasToldThereWouldBeCake,0.0062,3.05,"73,924"
Main-SpaceX,0.0062,3.07,"48,508"
Main-DownplayedTrope,0.0062,3.25,"12,450"
Main-WatchingTheSunset,0.0062,3.00,"43,127"
Main-SnakeOilSalesman,0.0062,3.01,"100,898"
Main-TimmyInAWell,0.0062,3.04,"53,929"
Main-TheBigEasy,0.0062,3.16,"36,451"
Main-DeadMansChest,0.0062,3.04,"78,855"
Main-ImADoctorNotAPlaceholder,0.0062,3.03,"21,676"
Main-AskAStupidQuestion,0.0062,3.08,"31,724"
Main-AnnouncerChatter,0.0062,3.05,"44,298"
Main-UnitConfusion,0.0061,3.05,"31,958"
Main-EverythingsNuttierWithSquirrels,0.0061,2.98,"42,865"
Main-ICallHimMisterHappy,0.0061,3.00,"106,423"
Main-NeedleInAStackOfNeedles,0.0061,2.89,"82,181"
Main-OfCorpseHesAlive,0.0061,3.01,"81,610"
Main-TheGamblingAddict,0.0061,3.14,"33,067"
Main-VictoryGloating,0.0061,3.17,"13,159"
Main-ThatLiarLies,0.0061,3.04,"32,098"
Main-PlayingSick,0.0061,3.11,"39,672"
Main-BigOMG,0.0060,3.07,"28,963"
Main-ConvictionByContradiction,0.0060,3.03,"61,501"
Main-EverybodyHatesMathematics,0.0060,2.98,"67,202"
Main-AllGermansAreNazis,0.0060,2.99,"73,821"
Main-SignificantMonogram,0.0060,2.94,"85,720"
Main-ADogNamedDog,0.0060,2.97,"47,285"
Main-LetterMotif,0.0060,3.08,"25,018"
Main-GratuitousItalian,0.0060,2.96,"90,200"
Main-LawOfDisproportionateResponse,0.0059,3.05,"73,203"
Main-PlayingDrunk,0.0059,3.17,"9,103"
Main-CypherLanguage,0.0059,2.96,"37,566"
Main-TheMunchausen,0.0059,3.02,"44,842"
Main-HeroStoleMyBike,0.0059,2.99,"54,070"
Main-HeadsTailsEdge,0.0059,3.03,"32,843"
Main-ZeroGSpot,0.0059,2.98,"83,271"
Main-RimShot,0.0059,3.69,"1,021"
Main-UndisclosedFunds,0.0059,3.08,"20,830"
Main-BorrowedCatchphrase,0.0059,3.05,"29,850"
Main-JeannieCut,0.0058,3.06,"70,459"
Main-TheUnSmile,0.0058,3.00,"31,923"
Main-MileHighClub,0.0058,3.01,"48,447"
Main-WroteTheBook,0.0058,3.17,"18,115"
Main-NoPartyLikeADonnerParty,0.0058,3.04,"44,968"
Main-FoodFight,0.0058,2.96,"96,434"
Main-VoiceChangeling,0.0058,3.01,"35,152"
Main-WeWillUseWikiWordsInTheFuture,0.0058,3.07,"43,700"
Main-DiscriminateAndSwitch,0.0058,3.00,"27,200"
Main-KeepingSecretsSucks,0.0058,3.15,"13,425"
Main-SelfServingMemory,0.0058,3.05,"24,068"
Main-CluelessDetective,0.0057,3.14,"14,955"
Main-SayingTooMuch,0.0057,3.12,"16,414"
Main-TastesLikeFriendship,0.0057,2.89,"64,562"
Main-SilentSnarker,0.0057,3.07,"18,211"
Main-AmbulanceChaser,0.0057,3.19,"25,944"
Main-LostInTransmission,0.0057,2.94,"57,104"
Main-MakingLoveInAllTheWrongPlaces,0.0057,3.07,"164,416"
Main-TongueOnTheFlagpole,0.0057,3.08,"49,986"
Main-NonIdleRich,0.0057,3.05,"36,285"
Main-UnclePennybags,0.0057,3.13,"106,208"
Main-NumberOneDime,0.0057,3.07,"11,407"
Main-StraightManAndWiseGuy,0.0057,3.26,"57,972"
Main-GetOut,0.0057,3.00,"24,093"
Main-PullTheThread,0.0057,3.18,"19,839"
Main-EverythingsBetterWithCows,0.0057,2.98,"65,369"
Main-AllAsiansAreAlike,0.0057,2.96,"99,669"
Main-YourFavorite,0.0056,2.90,"39,164"
Main-HeavyMetalUmlaut,0.0056,3.09,"23,362"
Main-YouSayTomato,0.0056,3.16,"24,817"
Main-WeaponsGradeVocabulary,0.0056,3.04,"15,992"
Main-NunsAreMikos,0.0056,3.18,"24,421"
Main-EggSitting,0.0056,2.97,"57,951"
Main-HughMann,0.0056,3.06,"12,504"
Main-ReadingTheStageDirectionsOutLoud,0.0056,3.02,"44,723"
Main-VampireVords,0.0056,3.00,"41,394"
Main-GreasySpoon,0.0056,2.95,"81,444"
Main-BatDeduction,0.0055,3.09,"21,569"
Main-GirlScoutsAreEvil,0.0055,3.01,"19,430"
Main-CuffsOffRubWrists,0.0055,3.22,"8,654"
Main-UncomfortableElevatorMoment,0.0055,2.96,"64,205"
Main-ExplainExplainOhCrap,0.0055,3.17,"6,682"
Main-GreenEggs,0.0055,3.30,"6,994"
Main-YouJustHadToSayIt,0.0055,3.07,"25,915"
Main-LegitimateBusinessmensSocialClub,0.0055,3.21,"6,335"
Main-TheThingThatGoesDoink,0.0055,3.16,"14,477"
Main-HappyDance,0.0055,2.89,"61,597"
Main-Whatever,0.0055,3.16,"7,396"
Main-TrackingDevice,0.0055,3.09,"19,691"
Main-InspectorLestrade,0.0055,3.02,"48,108"
Main-SeeminglyProfoundFool,0.0054,3.09,"19,761"
Main-AlasPoorYorick,0.0054,3.00,"34,754"
Main-YouMakeMeSic,0.0054,3.01,"50,238"
Main-HandSignals,0.0054,3.07,"56,151"
Main-ScrewPolitenessImASenior,0.0054,3.06,"36,716"
Main-AlwaysMurder,0.0054,3.04,"94,535"
Main-Koan,0.0054,3.19,"12,731"
Main-TripleShifter,0.0054,3.05,"16,951"
Main-EmbarrassingTattoo,0.0054,2.84,"149,451"
Main-DropTheCow,0.0054,3.12,"12,710"
Main-TheBGrade,0.0054,3.00,"33,515"
Main-FireBreathingDiner,0.0054,3.04,"30,674"
Main-ImStandingRightHere,0.0054,2.96,"26,717"
Main-RageBreakingPoint,0.0054,3.19,"9,643"
Main-UranusIsShowing,0.0054,3.00,"63,166"
Main-ThePowerOfActing,0.0053,3.12,"10,753"
Main-OfficerOHara,0.0053,2.99,"39,252"
Main-ThisIsNotADrill,0.0053,3.17,"6,860"
Main-SeparatedByACommonLanguage,0.0053,3.05,"37,049"
Main-CrazyHomelessPeople,0.0053,2.93,"146,559"
Main-EyeTake,0.0053,3.22,"11,302"
Main-ThereAreTwoKindsOfPeopleInTheWorld,0.0053,3.00,"32,102"
Main-NoDialogueEpisode,0.0053,2.96,"39,622"
Main-MirrorScare,0.0053,2.99,"111,126"
Main-MistakenForSpecialGuest,0.0053,3.12,"26,101"
Main-OhNoNotAgain,0.0053,2.99,"37,541"
Main-HorribleCampingTrip,0.0053,2.99,"56,373"
Main-IWillShowYouX,0.0053,3.10,"8,759"
Main-CaptainGeographic,0.0053,3.21,"4,385"
Main-WhenIWasYourAge,0.0052,2.97,"47,236"
Main-PerpetualSmiler,0.0052,3.07,"45,421"
Main-NamelessNarrative,0.0052,3.04,"90,611"
Main-GentlemanAndAScholar,0.0052,2.99,"47,781"
Main-MotherRussiaMakesYouStrong,0.0052,3.10,"22,873"
Main-TheNameIsBondJamesBond,0.0052,2.98,"32,234"
Main-StabTheSalad,0.0052,2.99,"23,395"
Main-GermanicDepressives,0.0052,2.95,"45,587"
Main-PowderTrail,0.0052,3.08,"21,290"
Main-InvisibleStreaker,0.0052,3.04,"52,991"
Main-EpunymousTitle,0.0052,3.03,"65,207"
Main-ForInconveniencePressOne,0.0052,3.03,"75,514"
Main-CaptainOblivious,0.0052,3.27,"4,798"
Main-WaferThinMint,0.0052,3.09,"18,565"
Main-MobileShrubbery,0.0052,3.02,"35,665"
Main-InstantWebHit,0.0051,3.21,"11,145"
Main-MasochistsMeal,0.0051,2.92,"48,217"
Main-TheNondescript,0.0051,2.97,"58,094"
Main-PassiveAggressiveKombat,0.0051,3.15,"12,561"
Main-RoadSignReversal,0.0051,3.16,"107,139"
Main-AlternateCharacterReading,0.0051,3.10,"21,227"
Main-PigLatin,0.0051,3.02,"42,323"
Main-ThatsWhatSheSaid,0.0051,3.09,"25,361"
Main-PretentiousLatinMotto,0.0051,2.89,"63,464"
Main-WorstWhateverEver,0.0051,3.12,"19,327"
Main-IfIHadANickel,0.0051,3.00,"32,458"
Main-MrSmith,0.0051,3.09,"26,999"
Main-RetroactiveWish,0.0051,3.10,"6,141"
Main-MisterMuffykins,0.0051,2.95,"66,271"
Main-VoiceGrunting,0.0051,3.14,"9,932"
Main-MockMillionaire,0.0051,3.08,"85,655"
Main-GoLookAtTheDistraction,0.0051,3.01,"46,061"
Main-FinishingEachOthersSentences,0.0051,3.07,"17,791"
Main-RingRingCRUNCH,0.0051,2.87,"154,279"
Main-NotAMorningPerson,0.0051,3.01,"70,606"
Main-SuicideAsComedy,0.0051,3.00,"35,800"
Main-NewspaperDating,0.0051,3.16,"9,619"
Main-ItAlwaysRainsAtFunerals,0.0051,3.18,"21,050"
Main-MaximumFunChamber,0.0050,2.99,"57,877"
Main-ItsForABook,0.0050,3.07,"37,970"
Main-GladIThoughtOfIt,0.0050,3.03,"17,037"
Main-DistractingDisambiguation,0.0050,3.15,"4,969"
Main-BabyTalk,0.0050,3.12,"23,306"
Main-AlcoholHic,0.0050,3.00,"65,757"
Main-FunctionalAddict,0.0050,3.10,"13,506"
Main-ColorFailure,0.0050,2.98,"57,787"
Main-OvertOperative,0.0050,3.11,"29,501"
Main-BootCampEpisode,0.0050,3.05,"27,567"
Main-TheShrink,0.0050,2.92,"103,304"
Main-ChewBubblegum,0.0050,3.03,"26,428"
Main-AcceptableNationalityTargets,0.0050,2.80,"125,253"
Main-NeverGetsDrunk,0.0050,2.92,"39,484"
Main-BillBillJunkBill,0.0050,3.02,"23,429"
Main-PlutoIsExpendable,0.0050,3.11,"18,784"
Main-EmbarrassingCoverUp,0.0050,3.12,"13,768"
Main-TheEuropeanCarryAll,0.0050,3.02,"20,891"
Main-MistakenForBadass,0.0050,2.94,"51,601"
Main-ButWeUsedACondom,0.0049,3.18,"48,241"
Main-LiteralAssKicking,0.0049,2.96,"91,340"
Main-ElectrifiedBathtub,0.0049,3.08,"44,451"
Main-WantedPoster,0.0049,3.08,"28,260"
Main-FakeStatic,0.0049,3.04,"11,833"
Main-DramaticShattering,0.0049,3.09,"27,131"
Main-DelayedReaction,0.0049,3.07,"27,546"
Main-MadMathematician,0.0049,3.06,"23,051"
Main-TheConfidant,0.0049,3.21,"9,221"
Main-KeepItForeign,0.0049,2.99,"65,018"
Main-FacialCompositeFailure,0.0049,3.06,"29,642"
Main-ThemedAliases,0.0049,3.15,"28,450"
Main-FingertipDrugAnalysis,0.0049,3.13,"34,785"
Main-FakeRussian,0.0048,2.86,"61,355"
Main-PaintballEpisode,0.0048,2.93,"61,907"
Main-IAmXSonOfY,0.0048,3.10,"25,410"
Main-PunishmentBox,0.0048,3.13,"10,053"
Main-GoToAlias,0.0048,3.09,"62,719"
Main-DeniedFoodAsPunishment,0.0048,2.96,"48,391"
Main-TheVicar,0.0048,3.06,"74,899"
Main-StellarName,0.0048,3.01,"68,340"
Main-Comedy,0.0048,3.08,"130,283"
Main-MistakenForRacist,0.0048,3.02,"63,193"
Main-ThePointsMeanNothing,0.0048,3.17,"59,494"
Main-WhoDares,0.0048,3.01,"17,381"
Main-GoingPostal,0.0048,3.12,"34,135"
Main-CensorshipBySpelling,0.0048,3.24,"27,967"
Main-ParrotExpowhat,0.0048,3.05,"9,318"
Main-ThemeInitials,0.0048,3.00,"21,275"
Main-InnocentInaccurate,0.0048,3.11,"52,781"
Main-ShoddyKnockoffProduct,0.0048,3.07,"45,398"
Main-IfYouDieICallYourStuff,0.0048,2.95,"57,781"
Main-GratuitousGreek,0.0047,3.01,"17,180"
Main-AlternativeNumberSystem,0.0047,3.14,"13,516"
Main-SharePhrase,0.0047,3.04,"21,267"
Main-DamnedByFaintPraise,0.0047,3.09,"106,855"
Main-CurseOfTheAncients,0.0047,3.03,"28,771"
Main-JustJokingJustification,0.0047,3.13,"13,603"
Main-ARiddleWrappedInAMysteryInsideAnEnigma,0.0047,3.04,"26,191"
Main-Crunchtastic,0.0047,2.95,"86,202"
Main-BrotherhoodOfFunnyHats,0.0047,3.03,"42,407"
Main-TheSilentBob,0.0047,3.02,"30,756"
Main-IndulgentFantasySegue,0.0047,2.90,"70,675"
Main-MuggedForDisguise,0.0047,3.00,"34,611"
Main-YouAreTheTranslatedForeignWord,0.0047,3.09,"14,090"
Main-DontThinkFeel,0.0047,3.05,"18,387"
Main-DeliveryStork,0.0047,2.94,"63,459"
Main-RepeatingSoTheAudienceCanHear,0.0047,3.02,"22,700"
Main-FiveStagesOfGrief,0.0047,3.04,"93,366"
Main-YourOtherLeft,0.0047,3.08,"20,663"
Main-SongsInTheKeyOfLock,0.0047,3.00,"38,583"
Main-SignatureLaugh,0.0046,3.05,"14,733"
Main-WackyFratboyHijinx,0.0046,3.19,"35,190"
Main-ElvisImpersonator,0.0046,2.95,"66,164"
Main-OralFixationFixation,0.0046,3.00,"27,602"
Main-CommonTongue,0.0046,3.11,"8,672"
Main-TheSchizophreniaConspiracy,0.0046,3.16,"44,993"
Main-OhWaitThisIsMyGroceryList,0.0046,2.93,"38,257"
Main-LateForSchool,0.0046,3.00,"52,401"
Main-LampshadeWearing,0.0046,3.02,"54,839"
Main-SignsOfDisrepair,0.0046,3.13,"25,322"
Main-PersonAsVerb,0.0046,2.87,"48,296"
Main-Neologism,0.0046,3.09,"35,389"
Main-SwappedRoles,0.0046,3.07,"47,933"
Main-EveryoneKnowsMorse,0.0046,3.00,"95,879"
Main-BluntYes,0.0046,3.11,"5,224"
Main-ConfusingMultipleNegatives,0.0046,3.09,"15,922"
Main-InconvenientItch,0.0046,3.24,"96,312"
Main-TheBartender,0.0046,3.00,"91,799"
Main-CastingCouch,0.0046,3.00,"62,119"
Main-OnceForYesTwiceForNo,0.0045,3.03,"14,622"
Main-GotMeDoingIt,0.0045,2.99,"23,096"
