Label,Eigenvector Centrality,Closeness Centrality,Betweenness Centrality
Main-SendInTheClones,0.0144,2.98,"40,977"
Main-AgentScully,0.0144,3.07,"121,605"
Main-WeirdMoon,0.0143,2.90,"257,614"
Main-WeirdScience,0.0143,2.97,"86,229"
Main-Arcadia,0.0142,2.92,"265,664"
Main-MagicRealism,0.0142,2.90,"425,875"
Main-ClingyCostume,0.0142,2.97,"87,405"
Main-GhostShip,0.0142,2.99,"84,289"
Main-LiteralSplitPersonality,0.0142,2.87,"119,684"
Main-VirtualGhost,0.0141,2.98,"123,310"
Main-BigfootSasquatchAndYeti,0.0141,2.80,"421,477"
Main-CatScare,0.0141,2.97,"200,675"
Main-LivingShip,0.0140,3.08,"74,121"
Main-BishonenLine,0.0140,2.95,"112,974"
Main-AlienAbduction,0.0139,2.91,"230,771"
Main-DoAnythingRobot,0.0139,3.07,"59,090"
Main-OntologicalMystery,0.0139,3.01,"266,507"
Main-PlantAliens,0.0139,2.85,"161,287"
Main-DramaticThunder,0.0139,2.98,"139,741"
Main-TheBeastmaster,0.0139,3.03,"63,969"
Main-TheDoctorDolittle,0.0139,2.98,"148,251"
Main-PlanetLooters,0.0139,3.03,"66,738"
Main-GhibliHills,0.0138,3.05,"96,839"
Main-EvilMakeover,0.0138,3.24,"10,652"
Main-FairyCompanion,0.0137,3.00,"99,160"
Main-StringyHairedGhostGirl,0.0137,3.05,"153,612"
Main-BlackBox,0.0136,2.92,"92,298"
Main-ImmortalityImmorality,0.0136,2.92,"97,282"
Main-LateToTheParty,0.0136,3.06,"64,775"
Main-OurLichesAreDifferent,0.0135,2.99,"79,985"
Main-DivideByZero,0.0135,2.95,"176,341"
Main-RodentsOfUnusualSize,0.0135,2.86,"219,474"
Main-WeatherControlMachine,0.0134,2.94,"82,281"
Main-IHateYouVampireDad,0.0134,3.02,"130,353"
Main-HaveYouTriedNotBeingAMonster,0.0134,2.90,"76,829"
Main-HumanoidAliens,0.0133,3.09,"131,837"
Main-YouCannotGraspTheTrueForm,0.0133,3.00,"79,253"
Main-PhotographicMemory,0.0133,2.81,"211,274"
Main-LowFantasy,0.0133,2.91,"293,619"
Main-WorldTree,0.0133,2.93,"203,897"
Main-ThePhoenix,0.0132,2.87,"124,440"
Main-DeadPersonConversation,0.0132,2.84,"218,434"
Main-Hobbits,0.0132,3.00,"56,436"
Main-AnimateInanimateObject,0.0132,3.00,"174,676"
Main-Fartillery,0.0131,2.90,"182,796"
Main-CueTheSun,0.0131,2.96,"192,400"
Main-NoEndorHolocaust,0.0131,2.90,"83,459"
Main-MadeOfEvil,0.0131,2.84,"122,313"
Main-ArtInitiatesLife,0.0131,2.95,"179,020"
Main-MinovskyPhysics,0.0131,3.10,"39,389"
Main-ReversePolarity,0.0130,2.93,"104,893"
Main-ForHalloweenIAmGoingAsMyself,0.0130,2.80,"201,815"
Main-FiveRaces,0.0130,2.90,"267,296"
Main-ChestInsignia,0.0129,3.01,"63,528"
Main-ElephantInTheLivingRoom,0.0129,2.95,"125,348"
Main-NatureHero,0.0129,3.10,"104,559"
Main-BigBadassBirdOfPrey,0.0129,2.92,"119,681"
Main-UnusualUserInterface,0.0129,2.91,"105,364"
Main-PeopleInRubberSuits,0.0128,3.09,"47,910"
Main-UnusualEars,0.0128,3.10,"113,838"
Main-AnimalThemedSuperbeing,0.0128,3.04,"53,072"
Main-MindControlDevice,0.0128,2.96,"122,929"
Main-BrokenMasquerade,0.0128,3.20,"22,124"
Main-BlackSpeech,0.0128,3.00,"86,425"
Main-BeePeople,0.0128,3.05,"34,256"
Main-Bizarrchitecture,0.0128,2.86,"369,468"
Main-PainfulTransformation,0.0128,2.86,"153,721"
Main-WhatHaveIBecome,0.0127,3.00,"57,894"
Main-CrossoverCosmology,0.0127,2.86,"129,961"
Main-StarfishLanguage,0.0127,2.89,"151,894"
Main-HybridMonster,0.0127,3.04,"52,115"
Main-JumpScare,0.0127,3.33,"99,230"
Main-AgentMulder,0.0126,3.03,"49,999"
Main-FurAgainstFang,0.0126,2.85,"185,085"
Main-RingOfPower,0.0126,3.05,"33,516"
Main-AliensAreBastards,0.0126,2.86,"188,204"
Main-Hellgate,0.0126,2.86,"171,932"
Main-PowerTattoo,0.0125,3.01,"63,907"
Main-UndeadChild,0.0125,2.79,"340,577"
Main-SpiritWorld,0.0125,3.12,"59,555"
Main-TheMagocracy,0.0125,3.07,"42,218"
Main-GrimUpNorth,0.0124,2.97,"124,714"
Main-HellishPupils,0.0124,2.93,"75,404"
Main-PsychicNosebleed,0.0124,3.03,"51,753"
Main-HearingVoices,0.0124,3.01,"77,346"
Main-ArtifactOfDeath,0.0124,3.00,"112,495"
Main-TheSingularity,0.0124,2.92,"170,733"
Main-TheUnmasquedWorld,0.0124,2.92,"101,183"
Main-DePower,0.0123,3.07,"22,567"
Main-MagneticPlotDevice,0.0123,3.02,"104,423"
Main-AllAnimalsAreDogs,0.0123,2.96,"100,233"
Main-AlienAmongUs,0.0123,2.95,"154,830"
Main-GameFace,0.0122,2.94,"99,194"
Main-OutgrownSuchSillySuperstitions,0.0121,2.97,"118,348"
Main-SuperPersistentPredator,0.0121,3.00,"105,001"
Main-FemmeFatalons,0.0121,2.92,"66,462"
Main-GreatGazoo,0.0121,2.99,"47,518"
Main-AttackOfTheKillerWhatever,0.0120,2.97,"224,351"
Main-ClarkesThirdLaw,0.0120,2.97,"95,862"
Main-BoldlyComing,0.0120,3.08,"32,591"
Main-CyberCyclops,0.0120,3.03,"35,654"
Main-ProfessorGuineaPig,0.0119,2.87,"138,143"
Main-DolphinsDolphinsEverywhere,0.0119,2.96,"190,893"
Main-YourSoulIsMine,0.0119,2.89,"187,761"
Main-CasualInterstellarTravel,0.0119,3.02,"107,537"
Main-ScoobyDooHoax,0.0119,2.84,"331,595"
Main-BadSanta,0.0118,2.93,"200,646"
Main-TrulySingleParent,0.0118,2.99,"52,183"
Main-TheMindIsAPlaythingOfTheBody,0.0118,2.97,"115,711"
Main-GhostCity,0.0117,3.12,"51,720"
Main-SomewhereAPalaeontologistIsCrying,0.0117,2.91,"290,610"
Main-FacialMarkings,0.0117,2.97,"70,104"
Main-MagicalDatabase,0.0117,3.09,"38,818"
Main-PlanetEris,0.0116,2.84,"287,450"
Main-StockDinosaurs,0.0116,2.95,"396,680"
Main-RuleOfScary,0.0116,2.98,"86,656"
Main-FeatheredFiend,0.0116,2.81,"253,708"
Main-YourVampiresSuck,0.0116,2.92,"201,595"
Main-NuclearWeaponsTaboo,0.0116,3.00,"54,368"
Main-LovecraftianSuperpower,0.0116,2.93,"74,673"
Main-DidWeJustHaveTeaWithCthulhu,0.0116,2.89,"94,838"
Main-ThereIsAnother,0.0115,3.01,"51,330"
Main-ViralTransformation,0.0115,3.07,"35,069"
Main-CallASmeerpARabbit,0.0115,2.93,"133,462"
Main-BunglingInventor,0.0115,3.02,"52,861"
Main-RoboticReveal,0.0115,2.92,"85,891"
Main-BadassFurry,0.0114,2.86,"219,178"
Main-SurrealHorror,0.0114,2.99,"183,511"
Main-SharingABody,0.0114,3.03,"61,149"
Main-AlienNon-InterferenceClause,0.0114,3.05,"83,646"
Main-Ghostapo,0.0114,2.94,"153,579"
Main-MachineWorship,0.0114,3.00,"60,135"
Main-FindTheCure,0.0114,2.98,"141,213"
Main-RobeAndWizardHat,0.0114,2.99,"108,777"
Main-TheLifestream,0.0113,3.08,"23,189"
Main-EverythingsBetterWithRainbows,0.0113,2.86,"151,452"
Main-SuperPoweredRobotMeterMaids,0.0113,2.90,"78,565"
Main-LivingStatue,0.0113,3.06,"62,507"
Main-Familiar,0.0112,3.01,"67,667"
Main-CuckooNest,0.0112,2.96,"50,009"
Main-SicklyGreenGlow,0.0112,2.97,"57,394"
Main-KarmicTransformation,0.0111,2.96,"114,169"
Main-AndCallHimGeorge,0.0111,2.80,"140,024"
Main-PsychicDreamsForEveryone,0.0111,3.04,"57,186"
Main-DyingDream,0.0110,3.01,"124,170"
Main-HollywoodVoodoo,0.0110,2.89,"188,687"
Main-LivingForeverIsAwesome,0.0110,3.10,"58,506"
Main-OurWormholesAreDifferent,0.0110,3.04,"53,904"
Main-EvilIsDeathlyCold,0.0110,2.99,"49,829"
Main-SuperEmpowering,0.0110,2.90,"60,315"
Main-SkunkStripe,0.0110,2.95,"124,757"
Main-ThreeLawsCompliant,0.0109,3.04,"73,865"
Main-ElementalEmbodiment,0.0109,3.00,"65,497"
Main-ComboPlatterPowers,0.0109,2.94,"50,618"
Main-GrotesqueCute,0.0109,3.00,"72,239"
Main-ALoadOfBull,0.0109,2.81,"164,376"
Main-PeekABooCorpse,0.0108,3.02,"113,032"
Main-TheyWouldCutYouUp,0.0108,2.75,"195,910"
Main-PalsWithJesus,0.0108,2.80,"176,339"
Main-CrazyCatLady,0.0108,2.99,"137,264"
Main-SlaveMooks,0.0108,3.08,"20,627"
Main-TearsOfBlood,0.0108,2.95,"100,770"
Main-GenieInABottle,0.0108,2.85,"212,479"
Main-LifeOrLimbDecision,0.0108,2.98,"63,069"
Main-OurCentaursAreDifferent,0.0108,2.99,"65,333"
Main-AbandonedHospital,0.0108,3.00,"118,539"
Main-ClockPunk,0.0108,3.01,"61,767"
Main-GogglesDoSomethingUnusual,0.0107,2.91,"91,020"
Main-Hologram,0.0107,3.06,"56,598"
Main-SubspaceOrHyperspace,0.0107,3.16,"21,206"
Main-TheWormThatWalks,0.0107,2.79,"158,251"
Main-MundaneFantastic,0.0106,2.97,"148,583"
Main-SuperweaponSurprise,0.0106,2.80,"129,486"
Main-HermeticMagic,0.0106,3.14,"34,384"
Main-BroughtToYouByTheLetterS,0.0106,2.91,"95,270"
Main-ExpendableClone,0.0106,2.95,"65,574"
Main-Sssssnaketalk,0.0106,2.96,"98,274"
Main-NightmareSequence,0.0106,2.97,"118,650"
Main-WhiteVoidRoom,0.0106,3.02,"77,446"
Main-SquareCubeLaw,0.0106,3.02,"117,507"
Main-CoolVersusAwesome,0.0106,2.79,"286,102"
Main-MaskOfPower,0.0106,3.07,"27,109"
Main-DeadToBeginWith,0.0106,3.06,"87,260"
Main-ArtMajorBiology,0.0106,2.91,"107,742"
Main-MetaOrigin,0.0105,2.97,"57,745"
Main-EvilHand,0.0105,2.89,"103,657"
Main-ExpositionBeam,0.0105,3.07,"37,442"
Main-TooSpicyForYogSothoth,0.0105,2.88,"109,839"
Main-PlausibleDeniability,0.0104,2.99,"37,658"
Main-BeatStillMyHeart,0.0104,2.81,"152,964"
Main-LostColony,0.0104,3.08,"30,557"
Main-BrainFood,0.0104,3.00,"87,775"
Main-TechnoWizard,0.0104,3.07,"24,666"
Main-AmuletOfConcentratedAwesome,0.0104,3.02,"55,073"
Main-PsychoPrototype,0.0104,2.92,"52,722"
Main-TheChosenMany,0.0103,3.03,"42,128"
Main-SnarkyNonHumanSideKick,0.0103,2.99,"65,750"
Main-LoadsAndLoadsOfRaces,0.0103,2.84,"147,683"
Main-AlwaysNight,0.0103,3.01,"78,395"
Main-HolodeckMalfunction,0.0103,3.12,"33,448"
Main-KingOfAllCosmos,0.0103,3.00,"67,327"
Main-CuteMachines,0.0102,3.06,"55,559"
Main-AnalProbing,0.0102,3.03,"119,421"
Main-TheseAreThingsManWasNotMeantToKnow,0.0102,2.97,"103,895"
Main-PowerBornOfMadness,0.0102,2.93,"51,084"
Main-CareBearStare,0.0102,2.95,"57,656"
Main-HellHotel,0.0101,3.00,"104,549"
Main-FortuneTeller,0.0101,2.86,"213,848"
Main-RobotMe,0.0101,3.07,"19,227"
Main-MisappliedPhlebotinum,0.0101,2.82,"74,132"
Main-MentalWorld,0.0101,3.02,"116,136"
Main-ZombieInfectee,0.0101,3.00,"116,207"
Main-AbandonedWarehouse,0.0101,2.92,"84,595"
Main-BizarreSexualDimorphism,0.0101,2.93,"100,107"
Main-EarthIsTheCenterOfTheUniverse,0.0100,2.87,"145,631"
Main-GoddamnOrks,0.0100,2.95,"98,983"
Main-JustAMachine,0.0100,3.00,"34,584"
Main-WalkingTechbane,0.0100,3.01,"95,122"
Main-HumansThroughAlienEyes,0.0100,2.95,"183,417"
Main-CurseEscapeClause,0.0100,3.08,"37,406"
Main-PlantPerson,0.0099,2.99,"54,896"
Main-OminousFog,0.0099,3.03,"54,659"
Main-BecomeARealBoy,0.0099,3.03,"55,857"
Main-NearDeathExperience,0.0099,2.95,"92,963"
Main-AMindIsATerribleThingToRead,0.0099,2.94,"80,202"
Main-VaginaDentata,0.0099,3.01,"62,869"
Main-AmusementParkOfDoom,0.0098,3.00,"119,605"
Main-EnhanceButton,0.0098,2.99,"139,100"
Main-FlingALightIntoTheFuture,0.0098,2.98,"62,456"
Main-FantasticSlurs,0.0098,2.90,"101,417"
Main-Room101,0.0098,3.05,"61,926"
Main-ContinuityDrift,0.0098,2.91,"50,798"
Main-InsideAComputerSystem,0.0098,3.04,"68,776"
Main-FantasyPantheon,0.0098,2.99,"52,784"
Main-Mummy,0.0098,2.93,"98,203"
Main-YourWorstNightmare,0.0098,2.87,"60,760"
Main-SwirlyEnergyThingy,0.0098,2.98,"76,959"
Main-WindsOfDestinyChange,0.0098,2.97,"54,413"
Main-ExtranormalInstitute,0.0097,2.91,"143,813"
Main-FungusHumongous,0.0097,3.06,"169,465"
Main-SubspaceAnsible,0.0097,2.92,"95,967"
Main-CargoCult,0.0097,2.94,"114,224"
Main-MindOverManners,0.0097,3.07,"32,746"
Main-TheCracker,0.0097,3.11,"93,745"
Main-EverythingsPreciousWithPuppies,0.0097,3.00,"162,590"
Main-HairRaisingHare,0.0097,3.01,"54,942"
Main-AndroclesLion,0.0097,2.94,"127,194"
Main-SpaceshipGirl,0.0096,3.01,"55,009"
Main-OurWerebeastsAreDifferent,0.0096,2.99,"197,989"
Main-MobileSuitHuman,0.0096,2.89,"139,421"
Main-PoisonousPerson,0.0096,2.97,"95,451"
Main-Uberwald,0.0096,2.96,"94,717"
Main-GoMadFromTheIsolation,0.0096,2.96,"77,872"
Main-Unicorn,0.0095,2.95,"112,737"
Main-EverythingsSquishierWithCephalopods,0.0095,2.82,"173,030"
Main-FightingAShadow,0.0095,2.99,"31,828"
Main-TechnicolorEyes,0.0095,3.03,"57,400"
Main-SnakePeople,0.0095,3.02,"129,205"
Main-TheNothingAfterDeath,0.0095,3.04,"41,845"
Main-LivingToys,0.0095,2.98,"284,758"
Main-VaderBreath,0.0094,3.04,"33,982"
Main-DungeonPunk,0.0094,3.06,"75,818"
Main-CuriosityKilledTheCast,0.0094,3.07,"67,750"
Main-FantasticCasteSystem,0.0094,3.05,"63,494"
Main-RealityIsOutToLunch,0.0094,2.98,"84,604"
Main-TheyCalledMeMad,0.0094,3.00,"41,605"
Main-AngryGuardDog,0.0094,3.01,"101,460"
Main-Dhampyr,0.0094,3.03,"68,708"
Main-VampireHunter,0.0094,3.03,"91,193"
Main-HumanityIsInfectious,0.0094,2.83,"85,877"
Main-ExplosiveBreeder,0.0094,3.04,"49,977"
Main-TeleporterAccident,0.0094,3.05,"67,195"
Main-SpeechBubbles,0.0094,3.02,"202,141"
Main-OurGnomesAreWeirder,0.0093,2.99,"89,879"
Main-PubertySuperpower,0.0093,2.87,"115,550"
Main-CloneDegeneration,0.0093,3.03,"37,688"
Main-AmazingTechnicolorWildlife,0.0093,3.07,"150,370"
Main-CanineCompanion,0.0092,3.05,"84,167"
Main-OddJobGods,0.0092,2.86,"101,385"
Main-SpaceAmish,0.0092,3.10,"27,179"
Main-CreatingLife,0.0092,3.03,"87,973"
Main-ViciousCycle,0.0092,2.92,"83,980"
Main-Grimmification,0.0092,2.97,"104,767"
Main-ExtraStrengthMasquerade,0.0092,2.98,"51,332"
Main-ChestBurster,0.0092,3.05,"27,930"
Main-HomemadeInventions,0.0092,2.89,"90,392"
Main-TalkingInYourDreams,0.0091,2.91,"110,748"
Main-UnwillingRoboticisation,0.0091,3.04,"44,448"
Main-OccultDetective,0.0091,2.97,"129,520"
Main-GorgeousGorgon,0.0091,2.97,"54,541"
Main-Roma,0.0091,2.94,"137,214"
Main-OurGodsAreGreater,0.0091,2.99,"76,832"
Main-HollywoodDarkness,0.0090,2.91,"164,315"
Main-AbsentAliens,0.0090,3.05,"114,697"
Main-NinetyPercentOfYourBrain,0.0090,3.06,"93,677"
Main-ZombieGait,0.0089,3.03,"63,120"
Main-PandaingToTheAudience,0.0089,2.88,"154,941"
Main-PerversePuppet,0.0089,3.02,"39,078"
Main-CrushKillDestroy,0.0089,3.03,"33,841"
Main-PointyEars,0.0089,2.98,"87,374"
Main-AcademyOfAdventure,0.0089,3.04,"154,480"
Main-NatureSpirit,0.0089,2.94,"77,840"
Main-CameBackStrong,0.0089,2.98,"33,669"
Main-LooksLikeOrlok,0.0089,2.99,"105,639"
Main-HurlItIntoTheSun,0.0089,2.94,"85,154"
Main-Glamour,0.0089,3.08,"23,107"
Main-StandardFantasySetting,0.0089,2.93,"117,817"
Main-PocketDimension,0.0089,3.07,"66,981"
Main-FertileFeet,0.0089,3.00,"48,369"
Main-DugTooDeep,0.0089,2.97,"73,423"
Main-ScienceFictionVersusFantasy,0.0089,2.81,"131,382"
Main-AstonishinglyAppropriateAppearance,0.0088,3.03,"23,195"
Main-LittleBitBeastly,0.0088,2.87,"106,308"
Main-MeaningfulBackgroundEvent,0.0088,2.93,"143,230"
Main-DoAndroidsDream,0.0088,2.94,"64,486"
Main-MayContainEvil,0.0088,2.94,"104,728"
Main-MagicMirror,0.0088,2.94,"116,845"
Main-SwissArmyTears,0.0088,3.03,"50,500"
Main-TheWorldIsNotReady,0.0088,3.03,"28,304"
Main-ByTheLightsOfTheirEyes,0.0088,3.02,"56,643"
Main-DemonicDummy,0.0088,2.97,"81,589"
Main-WordsCanBreakMyBones,0.0088,3.00,"34,950"
Main-RobotMaid,0.0088,3.11,"33,067"
Main-BornWinner,0.0088,3.01,"28,746"
Main-IntelligentGerbil,0.0088,2.91,"93,863"
Main-QuicksandSucks,0.0087,3.03,"115,746"
Main-WhoYouGonnaCall,0.0087,2.82,"100,928"
Main-HumansByAnyOtherName,0.0087,3.04,"31,531"
Main-TheLittleShopThatWasntThereYesterday,0.0087,3.04,"136,583"
Main-MadScientistLaboratory,0.0087,3.12,"38,872"
Main-ArtificialIntelligence,0.0087,2.97,"100,602"
Main-AnimalTalk,0.0087,2.93,"177,761"
Main-ShapeshifterBaggage,0.0087,2.96,"63,314"
Main-PsychicStatic,0.0087,2.92,"69,777"
Main-PinocchioSyndrome,0.0087,2.95,"131,898"
Main-ShadowDiscretionShot,0.0087,2.89,"84,034"
Main-LockedIntoStrangeness,0.0087,3.01,"71,943"
Main-FluffyTamer,0.0086,3.01,"46,889"
Main-EyesDoNotBelongThere,0.0086,2.82,"136,739"
Main-DeathTakesAHoliday,0.0086,3.09,"28,971"
Main-CoolPet,0.0086,2.94,"149,250"
Main-HappyPlace,0.0086,2.88,"112,832"
Main-WeWillUseManualLaborInTheFuture,0.0086,2.98,"94,902"
Main-Heaven,0.0086,3.11,"31,336"
Main-DieOrFly,0.0086,2.99,"69,508"
Main-MouseWorld,0.0086,2.95,"208,304"
Main-HauntedCastle,0.0086,3.08,"42,616"
Main-ChromeChampion,0.0085,3.00,"34,996"
Main-WeakenedByTheLight,0.0085,3.02,"51,402"
Main-GovernmentDrugEnforcement,0.0085,3.07,"34,807"
Main-NoTranshumanismAllowed,0.0085,2.97,"55,378"
Main-ImmortalLifeIsCheap,0.0084,3.01,"33,614"
Main-Poltergeist,0.0084,3.37,"21,458"
Main-DistressCall,0.0084,2.93,"99,265"
Main-IAmLegion,0.0084,2.97,"45,047"
Main-CuteIsEvil,0.0084,2.98,"38,430"
Main-TwinTelepathy,0.0084,3.01,"55,281"
Main-MalevolentMaskedMen,0.0084,2.81,"174,862"
Main-DeusExNukina,0.0084,2.97,"67,450"
Main-CreativeSterility,0.0084,2.93,"92,187"
Main-GooGooGodlike,0.0084,3.00,"22,418"
Main-HellishHorse,0.0084,2.95,"52,227"
Main-LittleGreenMen,0.0084,2.98,"119,505"
Main-MagicallyBindingContract,0.0084,3.02,"60,804"
Main-BeingWatched,0.0084,3.02,"51,036"
Main-OurGhoulsAreCreepier,0.0083,3.04,"34,156"
Main-HypnoticEyes,0.0083,2.97,"92,384"
Main-LivingMemory,0.0083,3.11,"11,361"
Main-EatTheDog,0.0083,2.85,"117,516"
Main-Planetville,0.0083,3.12,"60,994"
Main-ExposedExtraterrestrials,0.0083,3.08,"81,687"
Main-PullingThemselvesTogether,0.0083,2.96,"59,126"
Main-Whatevermancy,0.0082,3.05,"46,256"
Main-MarkOfTheBeast,0.0082,3.05,"19,557"
Main-KryptoniteIsEverywhere,0.0082,3.01,"25,327"
Main-RealAfterAll,0.0081,2.93,"132,510"
Main-FlyingDutchman,0.0081,2.89,"123,331"
Main-EarthThatWas,0.0081,3.09,"41,015"
Main-WhiteMaskOfDoom,0.0081,2.97,"150,942"
Main-NoBiochemicalBarriers,0.0081,2.92,"61,209"
Main-StageMagician,0.0081,2.95,"142,366"
Main-SchrodingersButterfly,0.0081,2.98,"104,217"
Main-LuddWasRight,0.0081,2.96,"88,500"
Main-HornedHumanoid,0.0080,3.05,"18,888"
Main-SeldomSeenSpecies,0.0080,2.93,"194,846"
Main-AnatomyOfTheSoul,0.0080,3.04,"35,065"
Main-PowerDegeneration,0.0080,3.04,"25,045"
Main-HauntedTechnology,0.0080,2.97,"156,090"
Main-PortalCut,0.0080,3.03,"34,461"
Main-TheSoulless,0.0080,2.86,"77,612"
Main-OrificeInvasion,0.0080,3.02,"29,306"
Main-OrganTheft,0.0080,2.90,"131,023"
Main-DesertedIsland,0.0080,3.12,"59,247"
Main-CartoonCreature,0.0079,2.98,"123,645"
Main-RapidAging,0.0079,2.91,"102,605"
Main-FangsAreEvil,0.0079,2.87,"65,489"
Main-AbsoluteXenophobe,0.0079,3.05,"98,114"
Main-HumanOutsideAlienInside,0.0079,2.95,"54,294"
Main-YourSizeMayVary,0.0079,2.94,"68,314"
Main-DyingRace,0.0079,3.12,"34,829"
Main-CannibalismSuperpower,0.0079,3.04,"37,745"
Main-MarionetteMaster,0.0079,3.14,"17,923"
Main-EyelessFace,0.0079,2.91,"97,549"
Main-LeyLine,0.0079,3.08,"28,748"
Main-VoicesAreMental,0.0078,2.93,"63,339"
Main-MyBrainIsBig,0.0078,2.99,"45,796"
Main-MorallyAmbiguousDucktorate,0.0078,2.84,"101,931"
Main-MadeOfPhlebotinum,0.0078,2.96,"30,781"
Main-OwlBeDamned,0.0078,2.95,"222,743"
Main-PuffOfLogic,0.0078,3.02,"104,072"
Main-SuperiorSpecies,0.0078,2.97,"44,553"
Main-MonsterIsAMommy,0.0078,3.03,"39,286"
Main-MonochromaticEyes,0.0078,2.88,"154,704"
Main-FrozenFace,0.0078,3.13,"65,226"
Main-ReluctantMonster,0.0078,2.95,"71,293"
Main-Aesoptinum,0.0078,3.07,"32,067"
Main-MostWritersAreHuman,0.0078,2.98,"582,951"
Main-ProjectedMan,0.0077,2.96,"72,686"
Main-FacelessEye,0.0077,2.81,"148,450"
Main-CouldntFindAPen,0.0077,2.94,"57,968"
Main-CranialProcessingUnit,0.0077,3.04,"23,314"
Main-VillainTeleportation,0.0077,2.97,"39,406"
Main-SaveBothWorlds,0.0077,3.14,"39,744"
Main-DetectEvil,0.0077,3.02,"20,406"
Main-PsychicAssistedSuicide,0.0077,2.97,"38,597"
Main-TranshumanTreachery,0.0076,3.01,"48,066"
Main-ResurrectionSickness,0.0076,3.12,"8,098"
Main-BarefootFunnyAnimals,0.0076,2.98,"361,449"
Main-NeverRecycleABuilding,0.0076,3.13,"61,337"
Main-EnemyToAllLivingThings,0.0076,3.01,"24,444"
Main-MassSuperEmpoweringEvent,0.0076,3.04,"26,825"
Main-WeComeInPeaceShootToKill,0.0076,2.93,"93,008"
Main-SinisterGeometry,0.0076,3.05,"70,986"
Main-AlienArtsAreAppreciated,0.0076,3.02,"123,523"
Main-EyeLightsOut,0.0076,2.99,"36,965"
Main-TheNightThatNeverEnds,0.0076,3.02,"74,220"
Main-KillAndReplace,0.0076,2.99,"25,395"
Main-EverythingSensor,0.0076,3.06,"70,244"
Main-TheNoseKnows,0.0075,3.03,"65,654"
Main-CrystalBall,0.0075,3.06,"48,289"
Main-VegetarianVampire,0.0075,2.88,"127,851"
Main-Heavyworlder,0.0075,3.01,"32,123"
Main-DogsAreDumb,0.0075,2.96,"148,003"
Main-Psychopomp,0.0075,2.99,"69,922"
Main-AscendedDemon,0.0075,2.96,"32,471"
Main-MerlinSickness,0.0075,3.07,"41,890"
Main-GreyGoo,0.0075,2.98,"95,559"
Main-MobileMaze,0.0075,3.07,"21,307"
Main-ButYourWingsAreBeautiful,0.0075,2.90,"69,992"
Main-HourOfPower,0.0074,2.92,"70,452"
Main-VisionQuest,0.0074,3.00,"46,772"
Main-Kitsune,0.0074,3.05,"24,271"
Main-GhostlyGoals,0.0074,3.12,"51,208"
Main-TheFourthWallWillNotProtectYou,0.0074,2.89,"124,771"
Main-UnfinishedBusiness,0.0074,3.01,"84,576"
Main-GreatOffscreenWar,0.0073,2.93,"49,318"
Main-FantasticFragility,0.0073,3.09,"15,894"
Main-XRayVision,0.0073,3.12,"14,373"
Main-OurGeniesAreDifferent,0.0073,3.02,"58,362"
Main-CoconutSuperpowers,0.0073,2.98,"34,385"
Main-LovecraftCountry,0.0073,3.11,"46,512"
Main-ActuallyADoombot,0.0073,3.02,"22,568"
Main-AmnesiaDanger,0.0073,3.03,"27,287"
Main-SanityMeter,0.0073,3.12,"23,609"
Main-Autodoc,0.0073,3.15,"10,599"
Main-SlidingScaleOfRobotIntelligence,0.0073,2.96,"36,401"
Main-ShapeShifterSwanSong,0.0073,3.12,"16,005"
Main-DontGoInTheWoods,0.0073,3.06,"74,381"
Main-SentientCosmicForce,0.0073,3.28,"4,059"
Main-TheReptilians,0.0073,3.02,"56,256"
Main-PigMan,0.0073,2.99,"60,824"
Main-MultipleHeadCase,0.0073,3.02,"75,920"
Main-SeaMonster,0.0073,3.02,"74,543"
Main-DreamingOfTimesGoneBy,0.0073,3.09,"41,250"
Main-Phlegmings,0.0073,3.02,"63,375"
Main-SwampsAreEvil,0.0073,2.99,"103,746"
Main-AgeWithoutYouth,0.0072,3.09,"16,674"
Main-EmotionBomb,0.0072,2.96,"34,683"
Main-WetwareCPU,0.0072,2.82,"129,703"
Main-TravelingAtTheSpeedOfPlot,0.0072,2.98,"130,975"
Main-TwoFaced,0.0072,2.95,"49,240"
Main-TheDarkArts,0.0072,3.00,"45,754"
Main-JustThinkOfThePotential,0.0072,2.91,"77,664"
Main-GodWasMyCopilot,0.0072,3.02,"29,415"
Main-DeathbringerTheAdorable,0.0072,3.01,"34,547"
Main-ReligiousHorror,0.0072,2.93,"150,135"
Main-LanguageOfMagic,0.0071,2.93,"102,251"
Main-GhostInTheMachine,0.0071,2.94,"90,735"
Main-YouAreNotReady,0.0071,3.05,"34,992"
Main-DramaPreservingHandicap,0.0071,2.95,"31,464"
Main-FlowersForAlgernonSyndrome,0.0071,2.94,"57,206"
Main-GodInHumanForm,0.0071,3.00,"35,581"
Main-DefangedHorrors,0.0071,3.06,"40,179"
Main-SuperFunHappyThingOfDoom,0.0071,3.05,"21,478"
Main-AliensStealCable,0.0071,3.02,"53,517"
Main-InnBetweenTheWorlds,0.0071,3.07,"42,300"
Main-ForbiddenZone,0.0071,3.07,"34,601"
Main-BadPowersGoodPeople,0.0071,2.88,"52,602"
Main-SpeechImpairedAnimal,0.0071,3.17,"15,002"
Main-AmbiguouslyHuman,0.0071,2.96,"40,095"
Main-MagiBabble,0.0071,3.03,"29,542"
Main-LovecraftLite,0.0071,2.86,"161,739"
Main-Plaguemaster,0.0071,2.94,"36,798"
