"Rank","Word","Word in English","Happiness Score","Standard Deviation of Ratings"
"2699","folk","folk","5.98","1.4356"
"2700","gathered","gathered","5.98","1.3169"
"2701","grammys","grammys","5.98","1.4497"
"2702","heh","heh","5.98","1.2696"
"2703","hill","hill","5.98","1.3923"
"2704","http","http","5.98","1.2534"
"2705","identity","identity","5.98","1.1156"
"2706","informal","informal","5.98","1.4497"
"2707","ireland","ireland","5.98","1.3626"
"2708","java","java","5.98","1.5583"
"2709","july","july","5.98","1.6962"
"2710","keys","keys","5.98","1.2036"
"2711","lego","lego","5.98","1.2696"
"2712","lessons","lessons","5.98","1.3775"
"2713","looks","looks","5.98","1.3775"
"2714","macbook","macbook","5.98","1.5185"
"2715","mcdonalds","mcdonalds","5.98","2.3342"
"2716","meets","meets","5.98","1.0971"
"2717","messages","messages","5.98","0.9366"
"2718","national","national","5.98","1.1516"
"2719","netherlands","netherlands","5.98","1.3323"
"2720","nintendo","nintendo","5.98","1.7319"
"2721","normal","normal","5.98","1.0784"
"2722","nyc","nyc","5.98","1.5842"
"2723","organization","organization","5.98","1.1337"
"2724","originally","originally","5.98","1.1337"
"2725","ours","ours","5.98","1.4356"
"2726","ourselves","ourselves","5.98","1.3323"
"2727","pairs","pairs","5.98","1.1692"
"2728","pic","pic","5.98","1.1692"
"2729","planned","planned","5.98","1.2696"
"2730","pop","pop","5.98","1.237"
"2731","prose","prose","5.98","1.505"
"2732","recordings","recordings","5.98","1.237"
"2733","represented","represented","5.98","1.1692"
"2734","robin","robin","5.98","1.2204"
"2735","schools","schools","5.98","1.4356"
"2736","singapore","singapore","5.98","1.7899"
"2737","sounds","sounds","5.98","1.2036"
"2738","specialized","specialized","5.98","1.3323"
"2739","store","store","5.98","0.9792"
"2740","sweater","sweater","5.98","1.4776"
"2741","tonight's","tonight's","5.98","1.4068"
"2742","train","train","5.98","1.4913"
"2743","triple","triple","5.98","1.1337"
"2744","wing","wing","5.98","1.1516"
"2745","faire","faire","5.98","1.5068"
"2746","lasts","lasts","5.98","1.7617"
"2747","nana","nana","5.98","1.7617"
"2748","precisely","precisely","5.98","1.2827"
"2749","probable","probable","5.98","1.3306"
"2750","refer","refer","5.98","1.1085"
"2751","spoon","spoon","5.98","1.5477"
"2752","similarly","similarly","5.98","1.0816"
"2753","glimpse","glimpse","5.98","1.1701"
"2754","souls","souls","5.98","1.713"
"2755","above","above","5.96","0.9026"
"2756","academic","academic","5.96","1.5644"
"2757","allowed","allowed","5.96","1.7375"
"2758","assistance","assistance","5.96","1.428"
"2759","authorized","authorized","5.96","1.5513"
"2760","bacon","bacon","5.96","2.0698"
"2761","bay","bay","5.96","1.4978"
"2762","bf","bf","5.96","1.6283"
"2763","body","body","5.96","1.0294"
"2764","collected","collected","5.96","1.1599"
"2765","convinced","convinced","5.96","0.9681"
"2766","destined","destined","5.96","1.4563"
"2767","discuss","discuss","5.96","1.2282"
"2768","driven","driven","5.96","1.2771"
"2769","everyone's","everyone's","5.96","1.261"
"2770","everything","everything","5.96","1.293"
"2771","fav","fav","5.96","1.9479"
"2772","features","features","5.96","1.2115"
"2773","flickr","flickr","5.96","1.1945"
"2774","french","french","5.96","1.5381"
"2775","gig","gig","5.96","1.3991"
"2776","gracias","gracias","5.96","1.5381"
"2777","gym","gym","5.96","1.5113"
"2778","head","head","5.96","1.0683"
"2779","heels","heels","5.96","1.1241"
"2780","hundreds","hundreds","5.96","1.6655"
"2781","including","including","5.96","0.9026"
"2782","islanders","islanders","5.96","1.293"
"2783","jeep","jeep","5.96","1.7375"
"2784","job","job","5.96","1.7257"
"2785","largely","largely","5.96","1.0294"
"2786","made","made","5.96","1.0683"
"2787","mambo","mambo","5.96","1.7257"
"2788","match","match","5.96","0.9889"
"2789","memoir","memoir","5.96","1.2447"
"2790","mighty","mighty","5.96","1.3087"
"2791","mmmmm","mmmmm","5.96","1.8622"
"2792","net","net","5.96","1.0294"
"2793","netflix","netflix","5.96","1.8731"
"2794","players","players","5.96","1.6157"
"2795","potentially","potentially","5.96","1.5113"
"2796","presently","presently","5.96","1.261"
"2797","proof","proof","5.96","1.0683"
"2798","reaches","reaches","5.96","1.3696"
"2799","reflecting","reflecting","5.96","1.2282"
"2800","related","related","5.96","1.261"
"2801","releases","releases","5.96","1.4702"
"2802","reveal","reveal","5.96","1.3547"
"2803","reveals","reveals","5.96","1.4702"
"2804","rocks","rocks","5.96","1.4841"
"2805","roommate","roommate","5.96","1.5513"
"2806","season","season","5.96","1.1421"
"2807","selection","selection","5.96","1.293"
"2808","ship","ship","5.96","1.2282"
"2809","ships","ships","5.96","1.0093"
"2810","similar","similar","5.96","1.0872"
"2811","space","space","5.96","1.0093"
"2812","stadium","stadium","5.96","1.5774"
"2813","starts","starts","5.96","1.1945"
"2814","taught","taught","5.96","1.4563"
"2815","world's","world's","5.96","1.3395"
"2816","writer","writer","5.96","1.5381"
"2817","yep","yep","5.96","1.6655"
"2818","justify","justify","5.96","1.3379"
"2819","pupil","pupil","5.96","1.3838"
"2820","spreading","spreading","5.96","1.3064"
"2821","wales","wales","5.96","1.4994"
"2822","whoo","whoo","5.96","1.6951"
"2823","deeds","deeds","5.96","1.3202"
"2824","exhibit","exhibit","5.96","1.2541"
"2825","fiddle","fiddle","5.96","1.7254"
"2826","exceed","exceed","5.96","1.5174"
"2827","3d","3d","5.94","1.6088"
"2828","alternative","alternative","5.94","1.3911"
"2829","approach","approach","5.94","1.1678"
"2830","awe","awe","5.94","2.0938"
"2831","ballet","ballet","5.94","1.5832"
"2832","begins","begins","5.94","1.1502"
"2833","building","building","5.94","1.1141"
"2834","business","business","5.94","1.4626"
"2835","carpet","carpet","5.94","1.1502"
"2836","chick","chick","5.94","1.6464"
"2837","choose","choose","5.94","1.1851"
"2838","consent","consent","5.94","1.2191"
"2839","continental","continental","5.94","1.1141"
"2840","correspondence","correspondence","5.94","1.3157"
"2841","custom","custom","5.94","0.9127"
"2842","decided","decided","5.94","1.3911"
"2843","diary","diary","5.94","1.1502"
"2844","echo","echo","5.94","1.2357"
"2845","elevation","elevation","5.94","1.5174"
"2846","european","european","5.94","1.1678"
"2847","exports","exports","5.94","1.2191"
"2848","finds","finds","5.94","1.2521"
"2849","forum","forum","5.94","1.2521"
"2850","framework","framework","5.94","1.0577"
"2851","frank","frank","5.94","1.3001"
"2852","gather","gather","5.94","1.0768"
"2853","germany","germany","5.94","1.5703"
"2854","image","image","5.94","1.6587"
"2855","impression","impression","5.94","1.0768"
"2856","include","include","5.94","1.2022"
"2857","inherent","inherent","5.94","1.3763"
"2858","intention","intention","5.94","1.2843"
"2859","investor","investor","5.94","1.3001"
"2860","jet","jet","5.94","1.634"
"2861","joyce","joyce","5.94","1.5174"
"2862","kings","kings","5.94","1.5308"
"2863","knew","knew","5.94","1.3001"
"2864","larger","larger","5.94","1.5308"
"2865","letter","letter","5.94","1.0956"
"2866","listen","listen","5.94","1.4344"
"2867","looking","looking","5.94","0.9775"
"2868","mba","mba","5.94","1.834"
"2869","member","member","5.94","1.1141"
"2870","men","men","5.94","1.3911"
"2871","movement","movement","5.94","0.9348"
"2872","nation's","nation's","5.94","1.544"
"2873","obama","obama","5.94","2.161"
"2874","ok","ok","5.94","1.731"
"2875","oooh","oooh","5.94","1.7192"
"2876","option","option","5.94","1.3911"
"2877","phoenix","phoenix","5.94","1.6088"
"2878","player","player","5.94","1.6214"
"2879","portfolio","portfolio","5.94","1.4344"
"2880","preparations","preparations","5.94","1.4057"
"2881","presidential","presidential","5.94","1.5174"
"2882","prom","prom","5.94","1.3763"
"2883","proper","proper","5.94","1.3911"
"2884","pulse","pulse","5.94","1.3311"
"2885","reality","reality","5.94","1.6464"
"2886","regularly","regularly","5.94","0.8668"
"2887","reservations","reservations","5.94","1.4626"
"2888","salmon","salmon","5.94","1.7072"
"2889","scene","scene","5.94","1.3311"
"2890","societies","societies","5.94","1.3614"
"2891","submitted","submitted","5.94","1.3001"
"2892","substantial","substantial","5.94","1.0956"
"2893","swift","swift","5.94","1.2683"
"2894","technique","technique","5.94","0.9982"
"2895","thnx","thnx","5.94","1.6088"
"2896","thx","thx","5.94","1.5174"
"2897","tide","tide","5.94","1.2357"
"2898","trends","trends","5.94","1.2843"
"2899","visual","visual","5.94","1.6832"
"2900","wallet","wallet","5.94","1.0577"
"2901","wear","wear","5.94","1.3911"
"2902","formation","formation","5.94","1.2521"
"2903","cloth","cloth","5.94","1.1256"
"2904","delicate","delicate","5.94","1.5331"
"2905","echoes","echoes","5.94","1.3135"
"2906","geography","geography","5.94","1.4202"
"2907","processing","processing","5.94","1.4055"
"2908","swinging","swinging","5.94","1.4055"
"2909","1970's","1970's","5.92","1.6517"
"2910","aides","aides","5.92","1.3827"
"2911","bank","bank","5.92","1.6268"
"2912","banks","banks","5.92","1.2428"
"2913","beer","beer","5.92","2.3891"
"2914","boobs","boobs","5.92","2.1366"
"2915","capital","capital","5.92","1.2428"
"2916","chapters","chapters","5.92","1.1753"
"2917","chicks","chicks","5.92","1.8499"
"2918","chiefs","chiefs","5.92","1.3974"
"2919","christianity","christianity","5.92","2.2663"
"2920","citizen","citizen","5.92","1.3827"
"2921","collections","collections","5.92","1.6517"
"2922","conclude","conclude","5.92","1.3827"
"2923","constant","constant","5.92","1.14"
"2924","covered","covered","5.92","1.0069"
"2925","devices","devices","5.92","1.1753"
"2926","diagram","diagram","5.92","1.2095"
"2927","directors","directors","5.92","1.3827"
"2928","doubtless","doubtless","5.92","1.5365"
"2929","equity","equity","5.92","1.6762"
"2930","fields","fields","5.92","1.2428"
"2931","florence","florence","5.92","1.8609"
"2932","forecast","forecast","5.92","1.122"
"2933","get","get","5.92","1.085"
"2934","group","group","5.92","1.2095"
"2935","guy","guy","5.92","1.3377"
"2936","hah","hah","5.92","1.664"
"2937","harvard","harvard","5.92","1.7825"
"2938","historic","historic","5.92","1.5758"
"2939","i","i","5.92","1.3377"
"2940","laboratory","laboratory","5.92","1.7124"
"2941","linux","linux","5.92","1.5628"
"2942","opens","opens","5.92","1.2752"
"2943","orlando","orlando","5.92","1.4119"
"2944","pants","pants","5.92","1.14"
"2945","patterns","patterns","5.92","1.066"
"2946","private","private","5.92","1.3529"
"2947","publishing","publishing","5.92","1.1753"
"2948","raining","raining","5.92","2.165"
"2949","residential","residential","5.92","1.4405"
"2950","retirement","retirement","5.92","2.1174"
"2951","runnin","runnin","5.92","1.4546"
"2952","salon","salon","5.92","1.3679"
"2953","sends","sends","5.92","0.9223"
"2954","shorts","shorts","5.92","1.2591"
"2955","shown","shown","5.92","1.066"
"2956","skinny","skinny","5.92","1.5232"
"2957","solid","solid","5.92","1.122"
"2958","stoked","stoked","5.92","1.7004"
"2959","substantially","substantially","5.92","1.3068"
"2960","teen","teen","5.92","1.9361"
"2961","theatrical","theatrical","5.92","1.2752"
"2962","toyota","toyota","5.92","1.4824"
"2963","translated","translated","5.92","1.085"
"2964","tribe","tribe","5.92","1.3679"
"2965","umbrella","umbrella","5.92","1.2911"
"2966","vienna","vienna","5.92","1.771"
"2967","views","views","5.92","1.0069"
"2968","viva","viva","5.92","1.7124"
"2969","washed","washed","5.92","1.5497"
"2970","wholly","wholly","5.92","1.14"
"2971","alternatives","alternatives","5.92","1.4696"
"2972","applies","applies","5.92","1.336"
"2973","generated","generated","5.92","1.2884"
"2974","merchant","merchant","5.92","1.1518"
"2975","missionary","missionary","5.92","1.9022"
"2976","vine","vine","5.92","1.2721"
"2977","vive","vive","5.91","1.3416"
"2978","add","add","5.9","0.9742"
"2979","addition","addition","5.9","1.2976"
"2980","alike","alike","5.9","1.5152"
"2981","attributed","attributed","5.9","1.4321"
"2982","blu-ray","blu-ray","5.9","1.3887"
"2983","both","both","5.9","1.0351"
"2984","brought","brought","5.9","1.3286"
"2985","buyers","buyers","5.9","1.165"
"2986","chillin","chillin","5.9","1.6933"
"2987","co-op","co-op","5.9","1.3439"
"2988","conception","conception","5.9","1.3286"
"2989","conclusions","conclusions","5.9","1.2164"
"2990","considered","considered","5.9","1.0738"
"2991","daughter-in-law","daughter-in-law","5.9","1.5551"
"2992","diaries","diaries","5.9","1.3887"
"2993","dividend","dividend","5.9","1.8979"
"2994","doe","doe","5.9","1.6444"
"2995","establish","establish","5.9","1.5152"
"2996","exist","exist","5.9","1.6812"
"2997","existence","existence","5.9","1.2495"
"2998","expect","expect","5.9","0.9742"
"2999","fact","fact","5.9","1.3286"
"3000","featured","featured","5.9","1.0738"
"3001","feel","feel","5.9","1.1294"
"3002","gin","gin","5.9","1.8098"
"3003","grew","grew","5.9","1.3286"
"3004","hand","hand","5.9","1.0738"
"3005","hosting","hosting","5.9","1.3887"
"3006","legacy","legacy","5.9","1.6067"
"3007","letters","letters","5.9","1.4178"
"3008","lip","lip","5.9","1.0738"
"3009","lolz","lolz","5.9","1.5551"
"3010","magazine","magazine","5.9","1.669"
"3011","majority","majority","5.9","1.1112"
"3012","mall","mall","5.9","1.4033"
"3013","man","man","5.9","1.4033"
"3014","modest","modest","5.9","1.4178"
"3015","naked","naked","5.9","2.2879"
"3016","neighbors","neighbors","5.9","1.594"
"3017","nokia","nokia","5.9","1.374"
"3018","notebook","notebook","5.9","1.3887"
"3019","now","now","5.9","1.374"
"3020","pass","pass","5.9","1.4321"
"3021","peak","peak","5.9","1.594"
"3022","permit","permit","5.9","0.9742"
"3023","personally","personally","5.9","1.0738"
"3024","planes","planes","5.9","1.6812"
"3025","ratings","ratings","5.9","1.2657"
"3026","recording","recording","5.9","1.1473"
"3027","replies","replies","5.9","0.953"
"3028","results","results","5.9","1.374"
"3029","retail","retail","5.9","1.0351"
"3030","scenes","scenes","5.9","1.2164"
"3031","scores","scores","5.9","1.1294"
"3032","seattle","seattle","5.9","1.2657"
"3033","settlement","settlement","5.9","1.5017"
"3034","speak","speak","5.9","1.2164"
"3035","stanford","stanford","5.9","1.7642"
"3036","strategic","strategic","5.9","1.4743"
"3037","symbols","symbols","5.9","1.1112"
"3038","talked","talked","5.9","1.2657"
"3039","thousand","thousand","5.9","0.8631"
"3040","twenty","twenty","5.9","1.0546"
"3041","winter","winter","5.9","2.1783"
"3042","yeah","yeah","5.9","1.1473"
"3043","angle","angle","5.9","1.3578"
"3044","bun","bun","5.9","1.3881"
"3045","displayed","displayed","5.9","1.1039"
"3046","dolly","dolly","5.9","1.3423"
"3047","illustrate","illustrate","5.9","1.4895"
"3048","pockets","pockets","5.9","1.4178"
"3049","puppet","puppet","5.9","1.7588"
"3050","sensory","sensory","5.9","1.3423"
"3051","grande","grande","5.9","1.4621"
"3052","mixture","mixture","5.9","1.2071"
"3053","myth","myth","5.9","1.4178"
"3054","admiral","admiral","5.89","1.4024"
"3055","intensity","intensity","5.89","1.3061"
"3056","access","access","5.88","1.2558"
"3057","adobe","adobe","5.88","1.2395"
"3058","airport","airport","5.88","1.8477"
"3059","allied","allied","5.88","1.1542"
"3060","applications","applications","5.88","1.0622"
"3061","architects","architects","5.88","1.3797"
"3062","audio","audio","5.88","1.8805"
"3063","austria","austria","5.88","1.2879"
"3064","celeb","celeb","5.88","1.4658"
"3065","chosen","chosen","5.88","1.1183"
"3066","city's","city's","5.88","1.272"
"3067","coordinator","coordinator","5.88","1.0622"
"3068","cyber","cyber","5.88","1.4797"
"3069","deserves","deserves","5.88","1.8913"
"3070","distinguish","distinguish","5.88","1.409"
"3071","drivin","drivin","5.88","1.4234"
"3072","entire","entire","5.88","1.1183"
"3073","evidently","evidently","5.88","1.3498"
"3074","expanded","expanded","5.88","1.1542"
"3075","feedback","feedback","5.88","0.9613"
"3076","field","field","5.88","1.1891"
"3077","flew","flew","5.88","1.599"
"3078","founder","founder","5.88","1.1183"
"3079","hip","hip","5.88","1.3797"
"3080","includes","includes","5.88","1.5205"
"3081","keeps","keeps","5.88","1.3192"
"3082","leaders","leaders","5.88","1.3192"
"3083","lmaooo","lmaooo","5.88","2.0368"
"3084","mary","mary","5.88","1.409"
"3085","mood","mood","5.88","1.6368"
"3086","mrs","mrs","5.88","1.409"
"3087","october","october","5.88","1.4234"
"3088","organism","organism","5.88","1.2061"
"3089","outlook","outlook","5.88","1.1891"
"3090","philharmonic","philharmonic","5.88","1.5732"
"3091","physical","physical","5.88","1.2229"
"3092","poland","poland","5.88","1.3346"
"3093","primary","primary","5.88","1.1183"
"3094","printed","printed","5.88","0.9613"
"3095","privacy","privacy","5.88","2.1537"
"3096","pro","pro","5.88","1.3192"
"3097","producer","producer","5.88","1.3649"
"3098","railroad","railroad","5.88","1.3649"
"3099","researchers","researchers","5.88","1.3944"
"3100","scout","scout","5.88","1.0999"
"3101","sequence","sequence","5.88","1.3192"
"3102","sovereign","sovereign","5.88","1.3801"
"3103","speaking","speaking","5.88","1.1183"
"3104","sustained","sustained","5.88","1.409"
"3105","town","town","5.88","1.5338"
"3106","twilight","twilight","5.88","1.9128"
"3107","victoria","victoria","5.88","1.2395"
"3108","weather","weather","5.88","1.5205"
"3109","whole","whole","5.88","1.3346"
"3110","yeh","yeh","5.88","1.5602"
"3111","pun","pun","5.88","1.7159"
"3112","demonstration","demonstration","5.88","1.2185"
"3113","misty","misty","5.88","1.8779"
"3114","sovereignty","sovereignty","5.88","1.7516"
"3115","scripture","scripture","5.88","1.7336"
"3116","sleigh","sleigh","5.88","1.8175"
"3117","flex","flex","5.87","1.1575"
"3118","2morrow","2morrow","5.86","1.3095"
"3119","adopted","adopted","5.86","1.6538"
"3120","aim","aim","5.86","1.1068"
"3121","amounts","amounts","5.86","1.2124"
"3122","applied","applied","5.86","1.2938"
"3123","arrangement","arrangement","5.86","1.125"
"3124","articles","articles","5.86","1.1782"
"3125","balls","balls","5.86","1.2124"
"3126","barbie","barbie","5.86","1.6037"
"3127","bear","bear","5.86","1.8518"
"3128","boogie","boogie","5.86","1.9379"
"3129","bridge","bridge","5.86","1.3999"
"3130","brooks","brooks","5.86","1.3704"
"3131","brother-in-law","brother-in-law","5.86","1.5254"
"3132","chrome","chrome","5.86","1.4287"
"3133","club","club","5.86","1.6414"
"3134","columbus","columbus","5.86","1.325"
"3135","connect","connect","5.86","1.4848"
"3136","constitutional","constitutional","5.86","1.6037"
"3137","contemporary","contemporary","5.86","1.0882"
"3138","country's","country's","5.86","1.3704"
"3139","credit","credit","5.86","1.6661"
"3140","credits","credits","5.86","1.3403"
"3141","curve","curve","5.86","1.4848"
"3142","diverse","diverse","5.86","1.5388"
"3143","dj","dj","5.86","1.4984"
"3144","effort","effort","5.86","1.6289"
"3145","engineering","engineering","5.86","1.4848"
"3146","equipment","equipment","5.86","0.9691"
"3147","figures","figures","5.86","1.1782"
"3148","freeway","freeway","5.86","1.5388"
"3149","front-page","front-page","5.86","1.0882"
"3150","frontier","frontier","5.86","1.2779"
"3151","hotter","hotter","5.86","1.5388"
"3152","household","household","5.86","1.6538"
"3153","integration","integration","5.86","1.7498"
"3154","introduce","introduce","5.86","0.9691"
"3155","japan's","japan's","5.86","1.1608"
"3156","jennifer","jennifer","5.86","1.3999"
"3157","keep","keep","5.86","1.0692"
"3158","layout","layout","5.86","0.9037"
"3159","lens","lens","5.86","1.4984"
"3160","leo","leo","5.86","1.4848"
"3161","located","located","5.86","1.3554"
"3162","metro","metro","5.86","1.5254"
"3163","newman","newman","5.86","1.2124"
"3164","nut","nut","5.86","1.4984"
"3165","nuts","nuts","5.86","1.6289"
"3166","observations","observations","5.86","1.0692"
"3167","obtain","obtain","5.86","1.3403"
"3168","pc","pc","5.86","1.4287"
"3169","position","position","5.86","1.125"
"3170","potter","potter","5.86","1.7958"
"3171","president","president","5.86","2.1094"
"3172","productions","productions","5.86","1.2291"
"3173","property","property","5.86","1.5651"
"3174","pumping","pumping","5.86","1.3704"
"3175","revelation","revelation","5.86","1.4848"
"3176","road","road","5.86","1.0882"
"3177","sand","sand","5.86","1.578"
"3178","seat","seat","5.86","1.05"
"3179","services","services","5.86","1.578"
"3180","sound","sound","5.86","1.2779"
"3181","survival","survival","5.86","1.5909"
"3182","teens","teens","5.86","1.552"
"3183","thursday","thursday","5.86","1.1068"
"3184","trained","trained","5.86","1.4984"
"3185","variations","variations","5.86","1.1954"
"3186","viewers","viewers","5.86","1.2779"
"3187","wrapped","wrapped","5.86","1.3095"
"3188","attitudes","attitudes","5.86","1.307"
"3189","autonomy","autonomy","5.86","1.5943"
"3190","concentrated","concentrated","5.86","1.291"
"3191","deeper","deeper","5.86","1.3385"
"3192","fifteen","fifteen","5.86","1.0206"
"3193","fourteen","fourteen","5.86","1.3385"
"3194","gum","gum","5.86","1.3844"
"3195","liquid","liquid","5.86","1.1726"
"3196","organizational","organizational","5.86","1.2583"
"3197","output","output","5.86","1.3844"
"3198","phenomena","phenomena","5.86","1.6073"
"3199","seal","seal","5.86","1.5138"
"3200","concentration","concentration","5.85","1.5573"
"3201","props","props","5.85","1.4141"
"3202","construct","construct","5.85","1.5177"
"3203","amount","amount","5.84","1.2993"
"3204","angeles","angeles","5.84","1.5566"
"3205","appear","appear","5.84","0.8172"
"3206","arena","arena","5.84","1.0174"
"3207","banking","banking","5.84","1.6458"
"3208","baseball","baseball","5.84","1.7304"
"3209","begun","begun","5.84","1.0373"
"3210","being","being","5.84","1.6081"
"3211","benz","benz","5.84","1.8446"
"3212","blogs","blogs","5.84","1.7654"
"3213","buck","buck","5.84","1.7769"
"3214","canadian","canadian","5.84","1.8556"
"3215","checks","checks","5.84","1.5434"
"3216","chicago","chicago","5.84","1.5301"
"3217","circles","circles","5.84","1.1843"
"3218","classes","classes","5.84","1.3303"
"3219","colorado","colorado","5.84","1.1314"
"3220","coming","coming","5.84","1.2014"
"3221","conducting","conducting","5.84","1.0174"
"3222","crossword","crossword","5.84","1.5566"
"3223","curry","curry","5.84","1.8223"
"3224","decide","decide","5.84","1.2513"
"3225","descriptions","descriptions","5.84","1.1493"
"3226","desktop","desktop","5.84","1.5032"
"3227","element","element","5.84","1.0373"
"3228","enter","enter","5.84","1.2835"
"3229","escaped","escaped","5.84","1.9416"
"3230","ethnic","ethnic","5.84","1.3303"
"3231","experimental","experimental","5.84","1.4479"
"3232","feelings","feelings","5.84","1.7186"
"3233","germans","germans","5.84","1.7998"
"3234","gets","gets","5.84","1.2993"
"3235","grain","grain","5.84","1.2675"
"3236","grammar","grammar","5.84","1.4337"
"3237","gravity","gravity","5.84","1.5826"
"3238","hear","hear","5.84","1.2014"
"3239","her","her","5.84","1.0759"
"3240","history","history","5.84","1.5032"
"3241","individuals","individuals","5.84","0.9971"
"3242","landed","landed","5.84","1.0373"
"3243","lands","lands","5.84","1.3303"
"3244","lays","lays","5.84","1.5032"
"3245","maryland","maryland","5.84","1.6704"
"3246","matrix","matrix","5.84","1.4194"
"3247","mexico","mexico","5.84","1.7186"
"3248","nationwide","nationwide","5.84","1.2513"
"3249","ooh","ooh","5.84","1.8223"
"3250","oral","oral","5.84","1.8223"
"3251","patents","patents","5.84","1.0568"
"3252","poster","poster","5.84","1.1314"
"3253","producing","producing","5.84","1.3303"
"3254","programming","programming","5.84","1.5167"
"3255","prophet","prophet","5.84","1.9205"
"3256","provisions","provisions","5.84","1.5566"
"3257","puff","puff","5.84","1.4758"
"3258","quartet","quartet","5.84","1.2182"
"3259","realize","realize","5.84","1.0759"
"3260","really","really","5.84","1.4896"
"3261","responses","responses","5.84","1.1493"
"3262","sample","sample","5.84","0.9337"
"3263","shoe","shoe","5.84","1.4479"
"3264","showing","showing","5.84","0.8418"
"3265","ski","ski","5.84","1.3303"
"3266","stages","stages","5.84","1.5434"
"3267","stored","stored","5.84","1.0947"
"3268","suggestion","suggestion","5.84","1.3149"
"3269","tall","tall","5.84","1.3607"
"3270","telephone","telephone","5.84","1.9098"
"3271","theoretical","theoretical","5.84","1.1132"
"3272","uk","uk","5.84","1.5696"
"3273","urban","urban","5.84","1.5566"
"3274","watching","watching","5.84","1.2182"
"3275","web","web","5.84","1.7422"
"3276","absorption","absorption","5.84","1.3593"
"3277","constructed","constructed","5.84","1.4046"
"3278","dimensions","dimensions","5.84","1.2966"
"3279","examples","examples","5.84","1.4627"
"3280","interpretation","interpretation","5.84","1.1963"
"3281","programme","programme","5.84","1.4046"
"3282","relating","relating","5.84","1.3126"
"3283","shades","shades","5.84","1.4046"
"3284","subtle","subtle","5.84","1.4484"
"3285","instruction","instruction","5.83","1.2604"
"3286","rotation","rotation","5.83","1.3101"
"3287","wagon","wagon","5.83","1.324"
"3288","10pm","10pm","5.82","1.2237"
"3289","7-9pm","7-9pm","5.82","1.4384"
"3290","apply","apply","5.82","0.8003"
"3291","arising","arising","5.82","1.3952"
"3292","bar","bar","5.82","1.8035"
"3293","becoming","becoming","5.82","0.919"
"3294","blogging","blogging","5.82","1.4803"
"3295","closer","closer","5.82","1.1008"
"3296","come","come","5.82","1.0039"
"3297","communications","communications","5.82","1.3354"
"3298","connection","connection","5.82","1.1192"
"3299","consistent","consistent","5.82","1.6744"
"3300","cow","cow","5.82","1.4665"
"3301","detail","detail","5.82","1.1373"
"3302","diplomatic","diplomatic","5.82","1.6374"
"3303","east","east","5.82","1.2887"
"3304","eatin","eatin","5.82","1.5739"
"3305","emphasized","emphasized","5.82","1.4384"
"3306","endowment","endowment","5.82","1.5077"
"3307","entered","entered","5.82","1.024"
"3308","expressed","expressed","5.82","1.3506"
"3309","fig","fig","5.82","1.4665"
"3310","have","have","5.82","0.8497"
"3311","hearing","hearing","5.82","1.4803"
"3312","homey","homey","5.82","2.0572"
"3313","hundred","hundred","5.82","1.3354"
"3314","investment","investment","5.82","1.8148"
"3315","involved","involved","5.82","1.3354"
"3316","irish","irish","5.82","1.5868"
"3317","jean","jean","5.82","1.5739"
"3318","key","key","5.82","1.0631"
"3319","landing","landing","5.82","1.2403"
"3320","lived","lived","5.82","1.5996"
"3321","maine","maine","5.82","1.4941"
"3322","maker","maker","5.82","1.0437"
"3323","many","many","5.82","1.4384"
"3324","met","met","5.82","0.919"
"3325","montreal","montreal","5.82","1.2567"
"3326","nashville","nashville","5.82","1.32"
"3327","opinion","opinion","5.82","1.3354"
"3328","owl","owl","5.82","1.8592"
"3329","pair","pair","5.82","1.1899"
"3330","path","path","5.82","1.1551"
"3331","peoples","peoples","5.82","1.3656"
"3332","philosophers","philosophers","5.82","1.746"
"3333","publisher","publisher","5.82","1.0821"
"3334","quickly","quickly","5.82","1.4525"
"3335","realised","realised","5.82","1.3805"
"3336","regarded","regarded","5.82","1.1726"
"3337","royal","royal","5.82","1.6374"
"3338","sane","sane","5.82","1.6123"
"3339","sister-in-law","sister-in-law","5.82","1.5739"
"3340","southwest","southwest","5.82","1.5868"
"3341","spanish","spanish","5.82","1.2567"
"3342","sum","sum","5.82","1.1373"
"3343","talks","talks","5.82","1.207"
"3344","teen-agers","teen-agers","5.82","1.7225"
"3345","tennessee","tennessee","5.82","1.2728"
"3346","toronto","toronto","5.82","1.7577"
"3347","upper","upper","5.82","0.919"
"3348","woot","woot","5.82","1.5996"
"3349","workin","workin","5.82","1.6866"
"3350","diversity","diversity","5.82","1.7401"
"3351","ideology","ideology","5.82","1.4387"
"3352","mist","mist","5.82","1.5768"
"3353","movements","movements","5.82","1.0738"
"3354","outline","outline","5.82","1.2694"
"3355","continually","continually","5.81","1.0848"
"3356","obtaining","obtaining","5.81","1.3616"
"3357","6pm","6pm","5.8","1.2454"
"3358","accordingly","accordingly","5.8","1.2778"
"3359","acquisition","acquisition","5.8","1.5253"
"3360","addressed","addressed","5.8","1.2122"
"3361","analysis","analysis","5.8","1.4286"
"3362","appearance","appearance","5.8","1.4846"
"3363","attention","attention","5.8","1.4846"
"3364","attitude","attitude","5.8","1.5908"
"3365","bean","bean","5.8","1.3553"
"3366","becomes","becomes","5.8","0.9476"
"3367","belong","belong","5.8","1.7023"
"3368","brings","brings","5.8","1.1066"
